Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Brusdar Graterol","LAD",4,3,,3.40535,62,0,6,13,62,259,56,26,23,6,18,,4,61,8.83108,2.6051,3.38991,0.818645,0.23485,0.0692791,0.1655711680650711,0.236016,1.19056,0.29505,0.729066,,,3.41291,0.671176,0.678489,379.7699890136719,,,,"20367"
"John Schreiber","BOS",5,3,,3.70212,68,0,2,14,68,288,63,30,28,7,24,,3,70,9.22766,3.1485,2.93081,0.914015,0.241961,0.0825574,0.15940311551094055,0.240277,1.27362,0.302534,0.732736,,,3.56048,0.668929,0.813858,565.75,,,,"20020"
"Dylan Lee","ATL",4,2,,3.39927,58,0,0,12,58,238,51,24,22,7,15,,1,64,9.86188,2.33817,4.21777,1.107,0.266661,0.0632232,0.20343804359436035,0.231316,1.14446,0.292305,0.75588,,,3.37404,0.641089,0.642349,723.8499755859375,,,,"19996"
"Tanner Scott","MIA",4,4,,3.43336,63,0,7,10,63,272,49,26,24,5,35,,4,81,11.6376,5.0267,2.31515,0.743884,0.299059,0.129175,0.1698845624923706,0.210011,1.33505,0.298846,0.753238,,,3.47944,0.640335,0.855643,569.2899780273438,,,,"17586"
"Aaron Ashby","MIL",5,4,,3.54326,55,5,0,4,75,320,64,33,30,8,32,,3,88,10.5004,3.85139,2.7264,0.913617,0.275296,0.100974,0.17432182282209396,0.225564,1.27722,0.299477,0.744722,,,3.51728,0.637421,0.641564,424,,,,"23550"
"Camilo Doval","SFG",5,4,,3.42839,64,0,34,2,64,273,52,27,24,6,30,,3,76,10.7475,4.26168,2.52189,0.787362,0.28041,0.11119,0.16921943426132202,0.218883,1.2905,0.29765,0.749666,,,3.43986,0.626954,0.878336,78.7699966430664,,,,"21992"
"Rafael Montero","HOU",4,3,,3.68789,65,0,3,13,65,274,58,29,27,7,23,,3,66,9.1426,3.13833,2.9132,0.907639,0.240597,0.0825885,0.15800869464874268,0.23423,1.24417,0.293614,0.722798,,,3.58919,0.625978,0.500301,357.25,,,,"12760"
"Kenley Jansen","BOS",4,3,,3.90291,63,0,30,3,63,265,54,29,27,8,24,,2,72,10.3198,3.37514,3.05759,1.1525,0.272893,0.089251,0.18364179134368896,0.224277,1.22458,0.287075,0.72538,,,3.7253,0.624255,0.628374,74.01000213623047,,,,"3096"
"Cole Irvin","BAL",9,12,,4.66189,32,28,0,1,166,714,181,93,86,27,37,,7,119,6.44873,2.02243,3.1886,1.47869,0.167085,0.0524006,0.11468400806188583,0.270798,1.31337,0.294441,0.697135,,,4.61997,0.614959,0.484188,427.82000732421875,,,,"19244"
"José Leclerc","TEX",3,3,,3.86467,67,0,21,6,67,287,55,31,29,8,30,,4,76,10.2576,4.09599,2.50429,1.02763,0.265842,0.106155,0.15968751162290573,0.21853,1.27805,0.282161,0.729962,,,3.88159,0.608306,0.364556,174.42999267578125,,,,"14524"
"Stephen Strasburg","WSN",2,2,,4.13168,6,6,0,0,38,161,36,19,17,5,12,,2,35,8.23249,2.89054,2.84808,1.18043,0.215745,0.0757509,0.13999394327402115,0.246729,1.27725,0.29158,0.714444,,,4.08248,0.596583,0.481802,744.7999877929688,,,,"10131"
"Kris Bubic","KCR",5,7,,4.43996,32,16,0,1,101,441,101,54,50,13,42,,4,88,7.80757,3.70717,2.10607,1.14021,0.198981,0.0944798,0.10450141131877899,0.255929,1.41124,0.299822,0.712727,,,4.38943,0.58986,0.790598,727.7999877929688,,,,"21455"
"Michael Pineda",,4,6,,4.69005,15,15,0,0,75,323,84,42,39,12,17,,2,53,6.30343,2.00772,3.1396,1.48099,0.163172,0.0519724,0.11119998246431351,0.275163,1.33511,0.298285,0.699922,,,4.60369,0.589073,0.353374,750.9600219726562,,,,"5372"
"Paul Sewald","SEA",5,4,,3.64878,67,0,20,7,67,277,54,29,27,10,21,,3,82,10.9736,2.87484,3.81711,1.38984,0.295185,0.077332,0.2178526595234871,0.215095,1.12934,0.274072,0.758958,,,3.77709,0.581036,0.469357,159.35000610351562,,,,"13892"
"Vince Velasquez","PIT",5,8,,4.83565,48,18,0,1,119,520,117,69,64,19,48,,6,112,8.43179,3.62534,2.32579,1.42305,0.214574,0.0922584,0.12231564521789551,0.251511,1.38789,0.293077,0.693983,,,4.64286,0.575653,0.202415,705.8200073242188,,,,"11189"
"Kyle Hendricks","CHC",5,6,,4.60907,16,16,0,0,92,395,100,51,47,15,22,,5,66,6.49087,2.17705,2.9815,1.43038,0.167466,0.0561684,0.11129777878522873,0.270782,1.32908,0.296109,0.701293,,,4.61099,0.571432,0.544062,595.9400024414062,,,,"12049"
"Drey Jameson","ARI",5,5,,3.9787,50,8,0,1,87,369,84,42,38,10,28,,5,78,8.09387,2.86303,2.82703,0.994699,0.21107,0.0746613,0.13640855997800827,0.250363,1.29139,0.299816,0.714045,,,3.87048,0.570872,0.749404,397.04998779296875,,,,"26260"
"Adam Ottavino","NYM",5,3,,3.43344,64,0,6,13,64,273,53,27,24,6,27,,4,73,10.2715,3.84476,2.67155,0.884639,0.267474,0.100119,0.16735486686229706,0.220784,1.26109,0.289903,0.750903,,,3.57731,0.570871,0.619624,474.2099914550781,,,,"1247"
"Eury Pérez","MIA",3,3,,4.23719,11,11,0,0,56,239,52,28,26,7,20,,3,54,8.66032,3.23807,2.67453,1.18808,0.224518,0.0839465,0.1405709758400917,0.241711,1.29386,0.289537,0.708156,,,4.16837,0.556479,0.56816,999,,,,"sa3014807"
"Reynaldo López","CHW",4,4,,3.93176,64,0,5,13,64,267,58,30,28,8,18,,2,64,9.02345,2.56404,3.51923,1.17648,0.240455,0.0683262,0.17212922126054764,0.236398,1.1956,0.286853,0.714091,,,3.75805,0.55632,0.238463,315.94000244140625,,,,"16400"
"Adrian Houser","MIL",6,7,,4.41396,37,15,0,1,97,422,97,51,47,11,41,,5,71,6.57583,3.7754,1.74176,1.03991,0.167218,0.0960051,0.07121245563030243,0.256775,1.4213,0.290074,0.70749,,,4.55707,0.55524,0.60988,711.8599853515625,,,,"12718"
"Kendall Graveman","CHW",4,3,,3.61959,68,0,9,12,68,291,61,30,27,7,26,,5,68,8.94103,3.44907,2.5923,0.877805,0.232414,0.0896555,0.14275864511728287,0.232949,1.274,0.290253,0.734356,,,3.74519,0.545333,0.621941,308.3800048828125,,,,"15514"
"Brock Burke","TEX",4,4,,3.72402,69,0,5,14,69,290,60,31,29,8,24,,3,73,9.50124,3.12649,3.03895,1.04123,0.251099,0.082627,0.16847222298383713,0.228639,1.21886,0.286261,0.728003,,,3.68323,0.539474,0.407988,542.6199951171875,,,,"17968"
"Alexis Díaz","CIN",5,4,,3.921,68,0,26,3,68,289,52,32,30,9,33,,4,85,11.2427,4.30252,2.61304,1.19015,0.294082,0.112544,0.1815379336476326,0.208131,1.24935,0.274935,0.735452,,,3.95903,0.538505,0.84255,121.12999725341797,,,,"21132"
"Mike Minor",,6,7,,4.78261,18,18,0,0,100,436,105,57,53,18,33,,4,84,7.55236,2.94525,2.56425,1.58872,0.192528,0.0750815,0.11744655668735504,0.26417,1.38091,0.295044,0.715316,,,4.83893,0.537914,0.37535,999,,,,"10021"
"Tyler Wells","BAL",6,7,,4.47834,37,15,0,1,95,399,93,51,47,16,25,,3,80,7.64058,2.39593,3.18899,1.51842,0.201585,0.0632128,0.13837198913097382,0.249299,1.24271,0.278613,0.703276,,,4.49106,0.536051,0.365363,562.77001953125,,,,"20000"
"Pierce Johnson","COL",4,3,,4.44655,62,0,1,14,62,270,62,32,31,9,24,,2,68,9.94349,3.54877,2.80196,1.2519,0.253643,0.0905235,0.16311947256326675,0.253637,1.39112,0.31931,0.725103,,,3.98842,0.52748,0.542533,725.0399780273438,,,,"13435"
"Michael King","NYY",5,3,,3.58042,67,0,3,12,67,278,54,29,27,9,23,,3,84,11.328,3.1331,3.61559,1.21322,0.303206,0.0838606,0.21934492141008377,0.216656,1.16077,0.287539,0.746419,,,3.54853,0.524283,0.372545,505.0799865722656,,,,"19853"
"Joe Kelly","CHW",3,3,,3.49225,63,0,3,11,63,270,51,26,24,5,30,,4,75,10.7013,4.31126,2.48218,0.773901,0.277365,0.111743,0.1656227856874466,0.217824,1.29428,0.295526,0.744339,,,3.48479,0.522489,0.555508,728.3599853515625,,,,"9761"
"Connor Overton","CIN",4,4,,4.67425,40,8,0,1,79,342,84,44,41,12,25,,4,62,7.12707,2.83094,2.51756,1.40078,0.182057,0.072315,0.10974238812923431,0.268282,1.38516,0.300671,0.705147,,,4.62922,0.516931,0.443451,739.75,,,,"18376"
"Gavin Stone","LAD",3,3,,3.94236,26,6,0,1,53,225,50,25,23,7,18,,1,53,8.93417,3.02294,2.95546,1.13112,0.234787,0.0794418,0.15534533560276031,0.242197,1.27186,0.295065,0.726804,,,3.85134,0.516806,0.387939,999,,,,"sa3014810"
"Bryan Abreu","HOU",3,2,,3.53995,64,0,1,16,64,273,50,27,25,7,32,,4,81,11.4518,4.47746,2.55766,0.930618,0.29827,0.116618,0.181651271879673,0.210712,1.27822,0.290777,0.751361,,,3.59429,0.516738,0.61587,481.5,,,,"16609"
"Caleb Thielbar","MIN",4,3,,3.80572,64,0,1,12,64,268,57,29,27,9,21,,2,75,10.593,2.92129,3.62612,1.23581,0.281315,0.0775801,0.2037351205945015,0.231021,1.20999,0.297068,0.740661,,,3.5976,0.513902,0.242974,745.7899780273438,,,,"10078"
"Daniel Lynch","KCR",3,5,,4.51317,13,13,0,0,65,282,67,35,33,9,24,,2,56,7.83631,3.31229,2.36583,1.22347,0.200329,0.0846758,0.11565269529819489,0.26228,1.40176,0.305924,0.711143,,,4.35337,0.502539,0.557602,667.8099975585938,,,,"21537"
"Matt Bush","MIL",3,3,,3.71238,63,0,3,11,63,264,51,28,26,9,24,,3,76,10.9057,3.36398,3.2419,1.22985,0.28934,0.08925,0.20008991658687592,0.216973,1.18977,0.281603,0.741431,,,3.74681,0.491311,0.699006,553.3699951171875,,,,"1246"
"Zach Davies","ARI",5,7,,4.69943,23,23,0,0,116,510,122,65,61,17,45,,3,88,6.81757,3.45597,1.97269,1.3222,0.17228,0.0873325,0.08494769036769867,0.263351,1.43457,0.292937,0.710056,,,4.7304,0.473359,0.73114,701.6099853515625,,,,"13183"
"Raisel Iglesias","ATL",5,2,,3.10672,53,0,26,2,53,215,44,20,18,6,14,,2,66,11.2256,2.29966,4.88145,1.08563,0.306818,0.0628539,0.24396394193172455,0.218353,1.07961,0.292356,0.781003,,,3.05939,0.472313,0.536835,61.0099983215332,,,,"17130"
"Jason Foley","DET",2,2,,3.89238,64,0,2,12,64,273,66,30,28,5,18,,3,50,7.03906,2.56955,2.73941,0.738082,0.183451,0.0669672,0.1164836511015892,0.261446,1.3129,0.308392,0.704303,,,3.61545,0.471676,0.277957,733.6699829101562,,,,"19531"
"Ryan Feltner","COL",4,7,,5.36057,20,16,0,1,88,389,96,56,52,16,33,,4,76,7.78713,3.39571,2.29323,1.5996,0.195419,0.0852158,0.11020346730947495,0.272948,1.47179,0.308994,0.682669,,,4.94566,0.469911,0.557326,750.530029296875,,,,"21446"
"Dylan Floro","MIA",3,4,,3.72704,64,0,12,9,64,272,62,29,27,6,21,,2,56,7.84091,2.89554,2.70792,0.901365,0.205126,0.0757501,0.12937545031309128,0.249485,1.29492,0.298024,0.72988,,,3.71125,0.457781,0.517083,296.80999755859375,,,,"13394"
"Marco Gonzales","SEA",10,12,,4.50304,29,29,0,0,168,721,177,90,84,27,46,,6,109,5.82953,2.4586,2.37108,1.43657,0.150644,0.0635341,0.08711007982492447,0.264657,1.32932,0.281636,0.715232,,,4.81933,0.452469,0.557326,511.6099853515625,,,,"15467"
"Julian Merryweather","CHC",3,4,,3.88224,60,0,1,10,60,255,56,28,26,7,20,,3,60,9.05994,3.05066,2.96983,1.04091,0.236555,0.0796528,0.1569024994969368,0.241106,1.27108,0.297578,0.727778,,,3.7711,0.451328,0.294431,728.7000122070312,,,,"16703"
"Kevin Ginkel","ARI",3,2,,3.75898,62,0,6,10,62,263,54,28,26,7,26,,2,70,10.0969,3.73363,2.7043,1.01574,0.264128,0.0976696,0.16645819693803787,0.23042,1.29149,0.297213,0.738767,,,3.66458,0.440865,0.653773,555.1900024414062,,,,"19876"
"Héctor Neris","HOU",5,3,,3.63366,66,0,2,13,66,275,54,29,27,8,23,,4,77,10.4354,3.17666,3.28502,1.09931,0.278147,0.0846713,0.1934756562113762,0.219704,1.17831,0.284121,0.736054,,,3.61727,0.436566,0.396356,634.6300048828125,,,,"11804"
"Chad Kuhl","WSN",5,8,,4.9235,32,16,0,1,102,449,101,60,56,16,45,,5,89,7.85752,3.92477,2.00203,1.41455,0.19845,0.0991243,0.09932601451873779,0.252533,1.4236,0.288292,0.695889,,,4.87635,0.426533,0.376923,745.4299926757812,,,,"14975"
"Trevor Stephan","CLE",4,3,,3.76806,64,0,1,15,64,269,54,29,27,8,24,,3,75,10.5848,3.39873,3.11434,1.08272,0.279595,0.0897765,0.18981820344924927,0.224006,1.22346,0.292608,0.732534,,,3.61573,0.423896,0.359829,648.6699829101562,,,,"19932"
"DL Hall","BAL",4,4,,3.60871,57,3,0,9,70,298,56,30,28,8,33,,3,91,11.7266,4.24741,2.76087,1.05678,0.305983,0.110828,0.19515469670295715,0.214656,1.27587,0.295294,0.756993,,,3.57208,0.421591,0.433603,527.22998046875,,,,"22207"
"Davis Martin","CHW",4,4,,4.59395,30,8,0,1,64,275,63,35,32,10,22,,3,56,7.91724,3.0459,2.59931,1.37374,0.203631,0.0783404,0.12529057264328003,0.253587,1.33498,0.291257,0.700447,,,4.50799,0.414156,0.159693,741.3200073242188,,,,"21448"
"Steven Wilson","SDP",3,3,,3.94759,62,0,0,14,62,261,52,29,27,9,24,,3,70,10.1094,3.52733,2.86602,1.27078,0.266541,0.0930004,0.17354020476341248,0.220053,1.22406,0.274501,0.732089,,,3.99962,0.412281,0.24581,999,,,,"20353"
"John Means","BAL",3,2,,3.96887,14,6,0,1,44,183,42,21,19,7,10,,1,36,7.49431,2.07028,3.61995,1.34116,0.199704,0.0551676,0.1445363499224186,0.24552,1.18929,0.276975,0.728635,,,4.1722,0.411313,0.432269,583.1099853515625,,,,"16269"
"Frankie Montas","NYY",2,2,,3.83902,9,5,0,1,31,131,29,14,13,4,9,,1,32,9.18863,2.63436,3.48799,1.22035,0.2437,0.0698682,0.17383133620023727,0.238804,1.21442,0.290815,0.734376,,,3.82232,0.410658,0.284644,557.9400024414062,,,,"14309"
"Dylan Coleman","KCR",3,4,,3.80067,68,0,3,12,68,291,58,31,29,7,32,,4,75,9.91681,4.2197,2.35012,0.948005,0.257435,0.109541,0.1478937566280365,0.225792,1.31697,0.291404,0.737173,,,3.85008,0.406583,0.707275,668.8200073242188,,,,"22276"
"Garrett Cleavinger","TBR",4,2,,3.372,62,0,1,13,62,262,46,25,23,7,30,,4,85,12.2896,4.38562,2.80226,0.985044,0.323076,0.115291,0.2077847123146057,0.201156,1.22713,0.286154,0.760591,,,3.45026,0.405411,0.491393,679.97998046875,,,,"17897"
"Matt Brash","SEA",4,3,,3.39254,63,0,2,12,63,268,50,26,24,6,31,,2,78,11.1222,4.44919,2.49982,0.861972,0.290472,0.116197,0.17427516728639603,0.212224,1.28433,0.290363,0.75714,,,3.4821,0.403079,0.421099,486.9599914550781,,,,"25756"
"Kyle Harrison","SFG",2,2,,4.09063,8,8,0,0,40,175,36,20,18,5,19,,3,43,9.67111,4.21371,2.29516,1.03754,0.246024,0.107193,0.13883139193058014,0.234919,1.36659,0.297262,0.72612,,,4.09229,0.383206,0.423426,999,,,,"sa3014513"
"Matt Strahm","PHI",5,5,,4.15839,65,3,0,10,79,331,74,39,36,12,22,,5,81,9.32829,2.52246,3.6981,1.38708,0.245819,0.0664719,0.17934753745794296,0.24409,1.22641,0.294915,0.724235,,,4.06377,0.381126,0.342627,726.1500244140625,,,,"13799"
"Trevor May","OAK",4,3,,3.78711,62,0,17,7,62,261,54,28,26,8,23,,2,69,9.98338,3.40082,2.93558,1.20282,0.263683,0.0898233,0.17386016994714737,0.228388,1.24597,0.287111,0.753977,,,3.84874,0.367525,0.252958,334.6000061035156,,,,"6398"
"Jalen Beeks","TBR",3,2,,3.48718,63,0,3,14,63,266,55,27,24,7,23,,3,68,9.77961,3.25524,3.00427,0.984669,0.257371,0.0856684,0.17170225828886032,0.22985,1.23636,0.293276,0.749229,,,3.61137,0.367153,0.392114,732.9400024414062,,,,"17192"
"Joan Adon","WSN",4,5,,4.904,13,13,0,0,65,290,66,38,36,9,30,,4,55,7.63074,4.13259,1.84648,1.19633,0.190505,0.103172,0.08733276277780533,0.258835,1.47558,0.299886,0.687321,,,4.71599,0.366252,0.283102,999,,,,"22925"
"Ryan Pepiot","LAD",3,3,,4.41662,14,10,0,1,54,235,49,28,27,8,24,,4,57,9.5249,4.06397,2.34374,1.40971,0.242773,0.103583,0.13918937742710114,0.235283,1.35501,0.284512,0.730082,,,4.59035,0.359463,0.414364,449.6300048828125,,,,"26221"
"Jake Woodford","STL",5,4,,4.26499,44,8,0,1,80,349,82,41,38,9,29,,4,55,6.12718,3.26836,1.87469,1.04627,0.156625,0.0835471,0.07307809591293335,0.260302,1.3874,0.289373,0.716467,,,4.49751,0.345198,0.314833,692.8599853515625,,,,"18674"
"Craig Kimbrel","PHI",5,5,,3.98765,62,0,11,8,62,266,51,30,27,8,29,,4,77,11.1138,4.20808,2.64106,1.2143,0.288048,0.109065,0.17898281663656235,0.217092,1.28268,0.285206,0.735401,,,3.99359,0.344704,0.24126,267.94000244140625,,,,"6655"
"Carl Edwards Jr.","WSN",4,4,,4.17665,64,0,2,12,64,274,60,32,30,8,25,,2,61,8.60638,3.55988,2.4176,1.1197,0.223477,0.0924374,0.13103940337896347,0.241623,1.32757,0.290855,0.718807,,,4.08219,0.343127,0.268521,719.739990234375,,,,"13607"
"A.J. Puk","MIA",3,3,,3.77451,62,0,7,11,62,263,55,28,26,7,23,,4,68,9.87204,3.29321,2.9977,1.06158,0.258672,0.0862901,0.17238157242536545,0.231778,1.24816,0.294914,0.73414,,,3.75423,0.342835,0.403667,368.29998779296875,,,,"19343"
"Jordan Hicks","STL",4,3,,3.39622,62,0,2,11,62,264,48,26,23,5,32,,4,70,10.1269,4.67248,2.16735,0.713134,0.264282,0.121938,0.14234431833028793,0.211615,1.29824,0.282521,0.745783,,,3.62023,0.339004,0.540931,666.6799926757812,,,,"19618"
"Josh Fleming","TBR",5,5,,4.2108,26,8,0,1,69,297,74,35,32,8,19,,2,46,6.05145,2.47732,2.44274,1.02473,0.156694,0.0641468,0.09254734963178635,0.269671,1.34916,0.300386,0.704336,,,4.1742,0.335537,0.288772,715.3900146484375,,,,"20418"
"James Kaprielian","OAK",6,9,,4.58777,24,24,0,0,132,573,130,72,67,20,51,,6,109,7.42882,3.45633,2.14934,1.35151,0.189736,0.0882763,0.10145924240350723,0.252242,1.37316,0.284803,0.70975,,,4.70098,0.334798,0.31532,579.75,,,,"18331"
"Diego Castillo","SEA",5,4,,3.51357,63,0,3,14,63,264,53,27,25,7,23,,4,68,9.66941,3.32862,2.90493,1.03756,0.256042,0.0881405,0.16790176928043365,0.223776,1.21284,0.282335,0.748525,,,3.74924,0.332678,0.380483,592.8699951171875,,,,"17496"
"Dane Dunning","TEX",3,4,,4.32683,46,6,0,1,75,323,74,39,36,9,26,,4,68,8.25539,3.14521,2.62475,1.12989,0.211618,0.0806239,0.1309935823082924,0.254514,1.3487,0.303024,0.703736,,,4.13548,0.329849,0.221254,648.2899780273438,,,,"19409"
"Bryan Baker","BAL",4,3,,3.77343,62,0,1,12,62,264,54,28,26,7,25,,2,67,9.65726,3.65688,2.64085,0.964261,0.251901,0.0953866,0.1565147340297699,0.228825,1.27938,0.290646,0.731431,,,3.69214,0.32834,0.265258,685.3900146484375,,,,"19804"
"Michael Fulmer","CHC",4,4,,4.00465,62,0,13,7,62,268,59,30,28,7,25,,4,62,8.96767,3.59071,2.49746,1.01426,0.230244,0.0921913,0.1380530223250389,0.243812,1.34289,0.300905,0.72873,,,3.95288,0.327938,0.239888,368.45001220703125,,,,"13218"
"Hunter Harvey","WSN",3,3,,4.09777,62,0,4,13,62,263,57,31,28,9,21,,3,65,9.50209,3.10965,3.05568,1.26672,0.248618,0.0813626,0.16725529730319977,0.24021,1.27097,0.29543,0.725248,,,4.01237,0.326393,0.217669,502.8999938964844,,,,"15507"
"Caleb Ferguson","LAD",3,2,,3.4949,59,0,2,11,59,251,49,25,23,6,25,,4,68,10.3855,3.76771,2.75644,0.967203,0.271446,0.098477,0.17296875268220901,0.221339,1.25309,0.289795,0.751621,,,3.64474,0.323857,0.392238,749.0999755859375,,,,"19349"
"Mitch White","TOR",3,3,,4.35592,39,5,0,1,59,253,59,31,29,8,19,,2,50,7.65538,2.8893,2.64957,1.16849,0.199116,0.0751505,0.12396568059921265,0.253482,1.31551,0.293813,0.698503,,,4.14481,0.32167,0.12146,744.8499755859375,,,,"19225"
"Griffin Canning","LAA",4,4,,4.30623,38,6,0,1,66,284,62,34,31,10,25,,3,65,8.92195,3.44558,2.58939,1.34094,0.230098,0.0888622,0.14123626798391342,0.243501,1.32651,0.290547,0.724561,,,4.36531,0.321619,0.322244,614.3499755859375,,,,"19867"
"Aroldis Chapman","KCR",4,4,,3.7655,63,0,5,11,63,273,50,29,26,7,37,,2,79,11.2519,5.222,2.15471,0.962214,0.289032,0.134139,0.15489253401756287,0.21338,1.37272,0.290885,0.747482,,,3.83642,0.31616,0.431025,331.8999938964844,,,,"10233"
"Andrew Painter","PHI",2,2,,4.40514,6,6,0,0,32,135,31,17,15,5,10,,1,30,8.51759,2.95566,2.88179,1.40811,0.221629,0.0769068,0.14472217857837677,0.247883,1.29491,0.289699,0.715959,,,4.36706,0.314409,0.290125,999,,,,"sa3017880"
"Tucker Davidson","LAA",4,5,,4.52424,36,10,0,1,77,334,76,42,39,11,32,,3,69,8.0976,3.80128,2.13023,1.28568,0.206609,0.0969888,0.10961979627609253,0.254697,1.41457,0.2977,0.71685,,,4.54744,0.314055,0.253401,698.760009765625,,,,"19871"
"Jimmy Herget","LAA",3,3,,4.18089,70,0,7,12,70,300,67,35,33,9,25,,3,66,8.54711,3.1994,2.67147,1.17162,0.221226,0.0828105,0.13841566443443298,0.245782,1.31172,0.293894,0.720593,,,4.1121,0.313058,0.0882958,360,,,,"17556"
"Ian Anderson","ATL",3,3,,4.12842,22,6,0,1,50,218,48,25,23,6,21,,1,47,8.47756,3.76398,2.25229,1.10701,0.217683,0.0966496,0.12103293836116791,0.247802,1.38233,0.297665,0.730856,,,4.1372,0.312746,0.418349,511.010009765625,,,,"19951"
"David Robertson","NYM",4,3,,3.65878,62,0,24,5,62,266,51,28,25,7,30,,3,75,10.8507,4.36849,2.48386,1.04141,0.281403,0.113293,0.16811029613018036,0.216809,1.30012,0.286897,0.752057,,,3.78507,0.308585,0.271987,344.6700134277344,,,,"8241"
"Hoby Milner","MIL",3,3,,3.75186,62,0,1,11,62,261,58,28,26,8,17,,4,63,9.09204,2.42079,3.75581,1.15787,0.240173,0.063947,0.1762259602546692,0.2429,1.20996,0.297004,0.734785,,,3.76129,0.308335,0.432672,999,,,,"13346"
"Josh Sborz","TEX",3,3,,3.94493,56,0,0,9,56,240,49,27,25,6,25,,1,65,10.3744,4.07742,2.54435,1.01819,0.269015,0.10573,0.1632845401763916,0.228672,1.32563,0.29782,0.727596,,,3.68491,0.305868,0.0386243,750.489990234375,,,,"18323"
"Robert Stephenson","PIT",2,2,,3.89701,56,0,1,9,56,235,50,26,24,7,18,,1,57,9.23219,2.96322,3.11559,1.10157,0.244829,0.0785818,0.1662469282746315,0.233147,1.22311,0.287249,0.719781,,,3.71993,0.295388,0.19001,743.0499877929688,,,,"13594"
"Jay Groome","SDP",4,3,,4.2595,26,8,0,1,62,269,58,32,29,8,26,,3,53,7.65481,3.8249,2.00131,1.16047,0.195926,0.0978992,0.09802722930908203,0.243243,1.36383,0.281195,0.719748,,,4.53179,0.294446,0.309647,999,,,,"sa917925"
"Yency Almonte","LAD",3,1,,3.93654,61,0,1,12,61,260,55,29,27,8,23,,3,63,9.33111,3.33604,2.79706,1.1195,0.243295,0.0869823,0.15631238371133804,0.2336,1.26652,0.288526,0.724512,,,3.93532,0.29286,0.182528,742.4199829101562,,,,"15068"
"Mike Burrows","PIT",2,3,,4.38157,24,6,0,1,49,213,47,26,24,7,19,,2,46,8.39144,3.3943,2.47221,1.24747,0.216562,0.0875986,0.128963865339756,0.244437,1.3276,0.28816,0.709991,,,4.30067,0.29275,0.302048,999,,,,"sa3008517"
"Reiver Sanmartin","CIN",4,4,,4.24934,62,0,2,11,62,268,63,32,29,8,22,,2,57,8.28663,3.16838,2.61542,1.19855,0.213399,0.0815926,0.13180629163980484,0.26015,1.37549,0.309106,0.72437,,,4.14383,0.292729,0.326747,747.7899780273438,,,,"19754"
"Madison Bumgarner","ARI",7,10,,4.93612,26,26,0,0,142,617,153,83,78,25,40,,8,107,6.80527,2.55729,2.66112,1.57376,0.173829,0.0653217,0.10850748419761658,0.268806,1.36206,0.293293,0.693356,,,4.89306,0.292113,0.567427,643.6300048828125,,,,"5524"
"Anthony Bass","TOR",4,3,,3.77493,62,0,1,15,62,261,55,28,26,8,21,,2,62,8.95176,3.12068,2.86853,1.19079,0.236601,0.0824819,0.1541196033358574,0.233037,1.23963,0.281219,0.744637,,,3.96018,0.287015,0.334358,728.4000244140625,,,,"7982"
"Cole Ragans","TEX",4,4,,4.3037,53,5,0,6,72,312,70,37,35,10,27,,3,64,8.00637,3.39041,2.36147,1.18437,0.206325,0.0873714,0.11895381659269333,0.248001,1.34317,0.290306,0.715551,,,4.28791,0.285867,0.0595491,999,,,,"21846"
"José Ureña","COL",5,7,,5.65353,19,19,0,0,101,462,123,69,64,16,42,,4,67,5.95145,3.72985,1.59563,1.40584,0.145307,0.0910655,0.054241009056568146,0.294481,1.62237,0.320216,0.674004,,,5.16737,0.280629,0.245653,750.1500244140625,,,,"11589"
"Dany Jiménez","OAK",5,4,,3.92431,63,0,7,12,63,271,54,29,27,8,31,,1,71,10.0928,4.3822,2.30315,1.08452,0.260851,0.113259,0.14759263396263123,0.224228,1.33785,0.286105,0.74531,,,3.94849,0.278677,0.122142,480.25,,,,"21170"
"Jake Irvin","WSN",2,2,,4.83185,10,10,0,0,47,206,49,27,25,7,16,,3,37,6.97387,2.95587,2.35933,1.39268,0.177926,0.0754137,0.10251204669475555,0.261961,1.36555,0.291267,0.68723,,,4.76224,0.278398,0.249726,999,,,,"sa3008223"
"Dinelson Lamet","COL",2,3,,4.50332,58,0,2,10,58,251,54,31,29,9,23,,3,69,10.6845,3.53789,3.02003,1.34986,0.274637,0.0909386,0.18369890004396439,0.241404,1.32729,0.309636,0.710048,,,4.04647,0.277033,0.244388,640.1199951171875,,,,"17186"
"Hunter Gaddis","CLE",5,6,,4.64637,33,11,0,1,82,351,77,45,42,14,28,,5,79,8.669,3.12198,2.77677,1.55943,0.224061,0.0806912,0.14336953312158585,0.244086,1.29595,0.281928,0.707088,,,4.67058,0.27588,0.225731,741.02001953125,,,,"25636"
"Joey Lucchesi","NYM",4,4,,4.05275,45,5,0,1,66,279,62,32,30,9,22,,2,61,8.29893,2.96141,2.80236,1.19904,0.217646,0.0776655,0.13998080044984818,0.243563,1.27499,0.287337,0.724901,,,4.05893,0.274244,0.184104,748.3499755859375,,,,"19320"
