Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"James Paxton","BOS",9,8,,4.16377,33,23,0,1,131,559,125,65,61,18,46,,3,137,9.43452,3.19439,2.95347,1.27045,0.245703,0.0831913,0.16251147538423538,0.246171,1.31176,0.302389,0.729542,,,3.9898,1.47235,1.55034,478.5799865722656,,,,"11828"
"MacKenzie Gore","WSN",6,8,,4.25146,24,24,0,0,126,548,118,64,60,16,56,,6,126,8.98522,4.00014,2.24622,1.13342,0.229478,0.102162,0.12731657177209854,0.242796,1.38199,0.296516,0.724714,,,4.22035,1.46947,1.5153,362.010009765625,,,,"22201"
"JT Brubaker","PIT",7,9,,4.40626,26,26,0,0,140,603,138,74,68,20,47,,8,134,8.64181,3.05962,2.82447,1.26427,0.222281,0.0786985,0.14358286559581757,0.251591,1.32662,0.299959,0.705958,,,4.21242,1.45867,1.19578,471.9599914550781,,,,"17578"
"Nick Martinez","SDP",7,6,,3.9785,40,18,0,1,133,564,122,63,59,16,48,,5,121,8.22079,3.26665,2.51658,1.06925,0.21479,0.0853502,0.12944011390209198,0.238936,1.28378,0.28424,0.721651,,,4.02643,1.45814,1.33087,390.20001220703125,,,,"12730"
"Tony Gonsolin","LAD",10,7,,3.98374,26,26,0,0,133,562,122,64,59,18,44,,4,127,8.57098,3.00526,2.852,1.24151,0.225437,0.0790452,0.14639148116111755,0.237978,1.25243,0.281857,0.731264,,,4.0952,1.45248,1.6459,207.2100067138672,,,,"19388"
"Eric Lauer","MIL",9,9,,4.16423,28,28,0,0,154,653,144,76,71,24,55,,4,148,8.67455,3.22545,2.6894,1.38157,0.226899,0.0843677,0.1425311639904976,0.242926,1.29675,0.28588,0.739408,,,4.33571,1.44854,1.9408,289.010009765625,,,,"19316"
"Michael Wacha","SDP",8,8,,4.29712,32,28,0,1,152,643,149,78,73,24,44,,5,131,7.73512,2.59518,2.98057,1.44267,0.203544,0.0682903,0.1352534517645836,0.250252,1.26502,0.283169,0.722368,,,4.43665,1.42712,1.22077,370.79998779296875,,,,"14078"
"Ryan Pressly","HOU",5,2,,2.84204,62,0,30,3,62,250,50,21,20,6,17,,1,75,10.8909,2.45785,4.43106,0.85671,0.30041,0.0677965,0.232613705098629,0.215127,1.07776,0.291349,0.778355,,,2.79287,1.4072,1.59745,55.4900016784668,,,,"7005"
"Shintaro Fujinami","OAK",9,10,,4.08471,34,26,0,1,167,738,152,82,76,16,88,,8,162,8.68942,4.70623,1.84637,0.871527,0.219043,0.118634,0.10040821880102158,0.237005,1.43198,0.292873,0.727514,,,4.15677,1.39683,1.2917,999,,,,"31839"
"Carlos Carrasco","NYM",10,10,,4.13906,28,28,0,0,146,623,146,73,67,21,43,,6,139,8.54424,2.62075,3.26023,1.28837,0.222739,0.0683199,0.1544186845421791,0.254484,1.29214,0.301963,0.728496,,,4.06157,1.38656,1.12605,291.010009765625,,,,"6632"
"Ross Stripling","SFG",9,8,,4.05905,44,24,0,1,144,606,146,70,65,20,35,,4,123,7.7031,2.18756,3.52132,1.24853,0.20325,0.0577197,0.1455301158130169,0.257296,1.25774,0.297033,0.725075,,,4.00633,1.37605,1.51627,298.75,,,,"13273"
"Jhoan Duran","MIN",4,2,,2.92543,68,0,11,9,68,279,49,24,22,7,27,,3,101,13.3162,3.62501,3.67343,0.902276,0.360141,0.0980394,0.2621016800403595,0.197809,1.12696,0.299795,0.779359,,,2.79853,1.37521,1.42463,116.55999755859375,,,,"21029"
"Jack Flaherty","STL",9,8,,3.80917,30,26,0,1,142,598,126,65,60,19,49,,7,139,8.77377,3.08467,2.84432,1.22434,0.23193,0.0815415,0.1503882333636284,0.232309,1.22831,0.277488,0.744693,,,4.10489,1.3655,2.02976,225.10000610351562,,,,"17479"
"Brandon Pfaadt","ARI",5,5,,3.9492,16,16,0,0,94,391,89,44,41,12,22,,5,89,8.59299,2.08319,4.12493,1.18714,0.228812,0.0554704,0.17334116622805595,0.244122,1.18033,0.291754,0.711645,,,3.77535,1.36101,1.47206,999,,,,"sa3014983"
"Kyle Muller","OAK",7,8,,3.92881,23,23,0,0,120,513,108,57,53,13,48,,5,118,8.85786,3.6173,2.44875,0.997197,0.230783,0.0942453,0.1365377977490425,0.234849,1.2998,0.288497,0.72372,,,3.90871,1.357,1.18387,500.7099914550781,,,,"20167"
"Pete Fairbanks","TBR",5,2,,3.02406,65,0,16,9,65,265,50,24,22,6,23,,1,87,11.9797,3.18518,3.76106,0.84865,0.32627,0.0867494,0.23952043056488037,0.207992,1.12528,0.296536,0.766754,,,2.78921,1.34866,1.17234,135.94000244140625,,,,"17998"
"Cal Quantrill","CLE",9,10,,4.34667,29,29,0,0,171,730,172,89,82,24,50,,8,127,6.71273,2.62086,2.56127,1.25902,0.174392,0.0680881,0.10630407184362411,0.256574,1.30125,0.285212,0.706013,,,4.46002,1.34636,1.28508,329.0799865722656,,,,"19312"
"Trevor Williams","WSN",6,8,,4.70627,31,23,0,1,136,591,144,77,71,21,41,,6,112,7.42697,2.68817,2.76283,1.3891,0.190456,0.0689351,0.12152103334665298,0.264703,1.35476,0.299568,0.694819,,,4.49807,1.32683,0.807958,619.1400146484375,,,,"16977"
"Devin Williams","MIL",6,3,,2.95587,65,0,27,2,65,270,46,23,21,6,31,,3,92,12.6734,4.2855,2.95727,0.805931,0.338424,0.114438,0.22398556768894196,0.193453,1.17994,0.286989,0.783665,,,3.02922,1.32234,1.70789,51.040000915527344,,,,"15816"
"Kyle Freeland","COL",8,13,,5.22329,31,31,0,0,175,780,204,109,102,28,55,,9,131,6.71152,2.8441,2.3598,1.43958,0.167501,0.070981,0.09652017056941986,0.284718,1.47825,0.315542,0.683513,,,4.81031,1.32126,1.3253,614.5599975585938,,,,"16256"
"José Urquidy","HOU",10,9,,4.31915,28,28,0,0,155,649,153,80,74,26,36,,5,132,7.66757,2.11299,3.62877,1.51463,0.203633,0.0561162,0.147516880184412,0.251131,1.21914,0.281455,0.716735,,,4.38845,1.31879,1.22088,270.3500061035156,,,,"18413"
"Nick Pivetta","BOS",9,10,,4.65352,36,28,0,1,160,694,158,89,83,24,62,,6,155,8.71852,3.50822,2.48517,1.35313,0.222983,0.0897253,0.13325728476047516,0.251707,1.37641,0.298602,0.705121,,,4.40369,1.31263,1.09376,406.92999267578125,,,,"15454"
"Ryan Helsley","STL",5,3,,3.11947,68,0,30,3,68,277,51,26,24,7,26,,1,87,11.4527,3.48319,3.28799,0.981138,0.3122,0.0949515,0.21724829077720642,0.202373,1.13052,0.276782,0.770028,,,3.19086,1.30322,1.32269,64.11000061035156,,,,"18138"
"Kyle Gibson","BAL",8,11,,4.37724,29,29,0,0,165,717,170,87,80,21,55,,8,138,7.50054,2.97128,2.52434,1.14152,0.192102,0.0760999,0.11600226163864136,0.260488,1.36147,0.301599,0.703417,,,4.23164,1.29941,1.04913,444.8800048828125,,,,"10123"
"Michael Kopech","CHW",8,10,,4.41735,40,26,0,1,147,630,134,77,72,23,60,,4,149,9.12531,3.70347,2.46399,1.39771,0.236544,0.0960004,0.1405433714389801,0.236485,1.32145,0.281734,0.720729,,,4.41928,1.29687,0.910635,284.6000061035156,,,,"17282"
"José Alvarado","PHI",5,3,,3.0471,65,0,5,12,65,275,47,24,22,5,35,,3,90,12.418,4.80324,2.58534,0.684056,0.325572,0.12593,0.19964228570461273,0.199919,1.26407,0.297767,0.767921,,,3.09482,1.29261,1.56567,483.32000732421875,,,,"17780"
"Domingo Germán","NYY",8,8,,4.28204,41,23,0,1,137,578,133,70,65,21,36,,5,119,7.78409,2.36584,3.2902,1.38861,0.205278,0.0623908,0.14288748800754547,0.248756,1.23681,0.283024,0.708499,,,4.28261,1.28505,0.831571,375.80999755859375,,,,"17149"
"Félix Bautista","BAL",4,3,,3.03751,65,0,29,2,65,266,48,24,22,7,24,,2,84,11.5853,3.335,3.47386,0.944891,0.3149,0.0906487,0.22425170242786407,0.201763,1.11518,0.278302,0.77119,,,3.0944,1.28089,1.31195,70.01000213623047,,,,"20666"
"A.J. Minter","ATL",5,3,,3.16008,68,0,4,14,68,280,56,26,24,7,22,,2,84,11.1749,2.85924,3.90834,0.974035,0.301793,0.0772177,0.2245756834745407,0.21961,1.14392,0.297633,0.76724,,,3.0921,1.27397,1.47843,408.6400146484375,,,,"18655"
"Kenta Maeda","MIN",8,8,,4.15933,45,21,0,1,139,588,131,69,64,19,44,,5,133,8.64154,2.85945,3.0221,1.21645,0.226742,0.0750279,0.1517137885093689,0.243155,1.26103,0.290271,0.712343,,,4.01478,1.27031,1.04046,313.1099853515625,,,,"18498"
"Paul Blackburn","OAK",8,10,,4.19146,26,26,0,0,145,624,152,73,68,17,42,,6,109,6.72885,2.61998,2.56828,1.06105,0.174056,0.0677713,0.10628458857536316,0.263505,1.33599,0.29905,0.709277,,,4.14022,1.26999,0.985578,603.0599975585938,,,,"14739"
"Michael Lorenzen","DET",8,10,,4.17026,34,23,0,1,137,591,129,68,64,14,56,,5,112,7.36814,3.70376,1.98936,0.950433,0.190176,0.0955962,0.0945795476436615,0.244249,1.35379,0.285207,0.709118,,,4.18918,1.22232,1.21539,527.6199951171875,,,,"14843"
"Evan Phillips","LAD",5,3,,3.37735,66,0,9,12,66,277,54,27,25,7,24,,4,78,10.6337,3.32502,3.19809,0.914145,0.281594,0.0880506,0.1935432180762291,0.217702,1.18952,0.28927,0.744734,,,3.35657,1.2205,1.02137,210.9199981689453,,,,"17734"
"Josiah Gray","WSN",8,11,,4.74334,29,29,0,0,162,697,151,91,85,29,63,,7,164,9.13699,3.52303,2.5935,1.61514,0.235607,0.0908452,0.14476193487644196,0.240793,1.32405,0.281194,0.710192,,,4.72265,1.20915,1.0721,368.8800048828125,,,,"24580"
"JP Sears","OAK",6,7,,3.8665,40,16,0,1,110,465,103,51,47,13,34,,5,101,8.27398,2.74941,3.00937,1.09584,0.217977,0.072433,0.14554443955421448,0.242206,1.24136,0.288401,0.727254,,,3.91751,1.20125,0.942181,584.3300170898438,,,,"23429"
"Wade Miley","MIL",7,7,,4.21561,23,23,0,0,119,519,125,61,56,14,42,,4,84,6.31683,3.17565,1.98915,1.07143,0.161171,0.0810252,0.08014601469039917,0.263838,1.40009,0.29482,0.723157,,,4.41295,1.19569,1.26523,535.7100219726562,,,,"8779"
"Antonio Senzatela","COL",6,10,,5.1864,26,26,0,0,140,623,172,87,81,19,38,,6,84,5.39861,2.42967,2.22195,1.22091,0.135023,0.0607678,0.07425553724169731,0.29741,1.49787,0.321897,0.6715,,,4.61789,1.1935,1.0771,999,,,,"15488"
"Bailey Falter","PHI",7,7,,4.24882,37,19,0,1,120,507,118,61,57,19,30,,5,111,8.30476,2.20502,3.76629,1.45108,0.219118,0.0581786,0.16093894094228745,0.250053,1.22653,0.288704,0.719428,,,4.22071,1.19178,1.14798,414.05999755859375,,,,"20070"
"Spencer Turnbull","DET",6,9,,4.26037,31,19,0,1,119,516,116,61,56,13,43,,10,104,7.83862,3.26236,2.40274,0.948221,0.20103,0.0836668,0.11736318469047546,0.250392,1.33633,0.298146,0.692748,,,4.06975,1.18714,0.862806,421.739990234375,,,,"16207"
"David Bednar","PIT",4,3,,3.38652,66,0,31,2,66,273,54,27,25,7,22,,2,80,10.9582,2.964,3.6971,0.960122,0.294459,0.079646,0.21481310576200485,0.217655,1.15019,0.291846,0.740662,,,3.15494,1.18454,1.1081,100.4800033569336,,,,"19569"
"Mike Clevinger","CHW",8,10,,4.57732,28,28,0,0,143,614,141,78,73,24,46,,6,127,7.99559,2.88317,2.77319,1.49432,0.207162,0.0747016,0.13246028870344162,0.251636,1.30767,0.286245,0.707567,,,4.58865,1.18206,0.716684,382.32000732421875,,,,"12808"
"Patrick Corbin","WSN",9,13,,4.77348,31,31,0,0,169,736,183,96,89,27,56,,5,140,7.47642,2.98394,2.50556,1.45906,0.190483,0.0760244,0.1144588515162468,0.27061,1.41455,0.306019,0.709856,,,4.63558,1.18163,1.00608,650.4500122070312,,,,"9323"
"David Peterson","NYM",7,6,,3.70113,44,16,0,1,110,467,96,49,45,12,44,,6,120,9.83862,3.60586,2.72851,1.01146,0.25684,0.0941321,0.1627078875899315,0.230447,1.27756,0.294082,0.740493,,,3.74009,1.16777,1.06288,346.010009765625,,,,"20302"
"Hunter Brown","HOU",7,6,,3.60757,51,11,0,1,107,453,92,47,43,11,45,,3,119,9.99167,3.81758,2.61728,0.909835,0.262031,0.100116,0.16191496700048447,0.226975,1.28262,0.294594,0.739546,,,3.5705,1.12544,1.16132,208.07000732421875,,,,"25880"
"Adam Wainwright","STL",9,9,,4.15567,26,26,0,0,154,664,160,77,71,21,46,,7,114,6.65927,2.68143,2.48348,1.19834,0.171984,0.069251,0.10273252427577972,0.261608,1.33424,0.292452,0.725793,,,4.38648,1.10858,1.54272,388.6700134277344,,,,"2233"
"Bailey Ober","MIN",6,6,,4.10148,46,18,0,1,116,487,113,57,53,18,27,,3,113,8.74973,2.06354,4.24015,1.39037,0.232408,0.0548114,0.1775970421731472,0.24839,1.20408,0.293201,0.724866,,,3.95239,1.09977,0.852438,335.07000732421875,,,,"21224"
"Taylor Rogers","SFG",5,3,,3.3381,66,0,2,12,66,275,57,27,24,6,18,,6,80,10.9226,2.51605,4.34118,0.853639,0.291152,0.0670677,0.2240847647190094,0.228393,1.14853,0.310114,0.730581,,,3.00906,1.09742,0.968904,328.04998779296875,,,,"13449"
"Zack Greinke","KCR",7,9,,4.42943,24,24,0,0,134,576,150,71,66,19,30,,3,83,5.55423,2.01925,2.75064,1.24612,0.143964,0.0523382,0.0916253924369812,0.277327,1.34491,0.298968,0.708012,,,4.41679,1.08459,1.28528,564.489990234375,,,,"1943"
"Kyle Bradish","BAL",7,9,,4.38202,26,26,0,0,135,584,131,71,66,19,52,,4,130,8.63572,3.45686,2.49814,1.2337,0.222448,0.0890456,0.13340246677398682,0.2492,1.35523,0.297834,0.712121,,,4.22476,1.07841,0.876078,319.6199951171875,,,,"24586"
"Aaron Bummer","CHW",4,3,,3.09379,66,0,3,12,66,276,54,25,23,4,27,,3,71,9.6374,3.63346,2.6524,0.591706,0.255721,0.0964111,0.15930990129709244,0.22016,1.22546,0.291227,0.751533,,,3.19047,1.07496,1.17284,699.27001953125,,,,"16258"
"Seth Lugo","SDP",6,6,,3.87111,47,13,0,1,111,468,100,52,48,14,38,,5,112,9.09967,3.04804,2.98542,1.14589,0.240217,0.0804633,0.15975336730480194,0.235085,1.23727,0.287356,0.728144,,,3.90509,1.06794,1.03079,465.0400085449219,,,,"12447"
"Edward Cabrera","MIA",7,9,,4.15828,24,24,0,0,120,519,105,60,55,16,53,,8,129,9.65158,3.95685,2.43921,1.18854,0.24829,0.101791,0.14649854600429535,0.229881,1.31619,0.285399,0.720909,,,4.2028,1.06148,1.21636,220.3800048828125,,,,"21690"
"Hayden Wesneski","CHC",7,8,,4.56144,21,21,0,0,113,486,114,61,57,15,38,,5,92,7.33602,3.02657,2.42387,1.20317,0.188847,0.0779114,0.11093607544898987,0.257969,1.35081,0.295193,0.692762,,,4.37067,1.0592,0.831064,290.5799865722656,,,,"27581"
"Johnny Cueto","MIA",8,10,,4.40471,26,26,0,0,154,668,171,81,75,22,40,,6,105,6.10577,2.33218,2.61805,1.25553,0.156681,0.0598463,0.09683428332209587,0.274159,1.36507,0.300507,0.717141,,,4.45721,1.05313,1.14988,512.510009765625,,,,"6893"
"Matt Manning","DET",6,9,,4.58482,24,24,0,0,124,534,128,68,63,17,42,,4,96,6.97628,3.08133,2.26405,1.22433,0.179532,0.0792969,0.10023494064807892,0.261729,1.37523,0.295483,0.69732,,,4.44451,1.04711,0.570192,495.7900085449219,,,,"20369"
"Drew Rucinski","OAK",8,9,,4.20171,37,21,0,1,136,584,133,69,63,18,47,,7,126,8.36795,3.09749,2.70153,1.19843,0.215912,0.0799222,0.13598988205194473,0.251038,1.32616,0.297961,0.720478,,,4.16751,1.03083,0.835747,613.8300170898438,,,,"12499"
"Ryne Nelson","ARI",6,7,,4.34058,26,18,0,1,106,452,103,55,51,15,36,,4,93,7.8948,3.06687,2.57422,1.24666,0.204802,0.079559,0.12524333596229553,0.250706,1.31982,0.290896,0.712123,,,4.29258,0.971631,1.00835,450.70001220703125,,,,"26253"
"Luis Ortiz","PIT",4,5,,4.38306,23,15,0,1,81,349,79,43,39,10,30,,4,73,8.13893,3.34132,2.43584,1.13414,0.209013,0.0858072,0.12320553511381149,0.250781,1.3509,0.296808,0.70039,,,4.20288,0.95819,0.681054,485.1499938964844,,,,"27646"
"José Quintana","NYM",4,4,,3.91814,15,15,0,0,76,324,75,36,33,9,25,,2,70,8.25656,2.99228,2.75928,1.02883,0.214751,0.0778287,0.13692272454500198,0.251255,1.31666,0.301476,0.729398,,,3.82817,0.955164,0.803895,548.22998046875,,,,"11423"
"Austin Gomber","COL",6,9,,5.08164,35,19,0,1,128,556,140,77,72,21,41,,3,106,7.45002,2.87536,2.59099,1.50528,0.189898,0.0732917,0.11660641431808472,0.273481,1.41696,0.308229,0.684699,,,4.66939,0.940226,0.979527,732.8599853515625,,,,"16561"
"Ken Waldichuk","OAK",5,5,,3.80062,33,15,0,1,91,390,79,42,39,11,37,,6,97,9.55107,3.60053,2.65269,1.03994,0.248675,0.0937447,0.15493061393499374,0.22769,1.26643,0.285672,0.7325,,,3.8796,0.921492,0.802265,395.04998779296875,,,,"27681"
"Rich Hill","PIT",6,8,,4.58734,23,23,0,0,114,495,115,63,58,17,38,,7,96,7.60045,2.98579,2.54554,1.3613,0.194644,0.0764645,0.11817906051874161,0.256092,1.34258,0.291245,0.701701,,,4.56446,0.91624,0.696504,600.52001953125,,,,"4806"
"Ryan Yarbrough","KCR",6,9,,4.77476,36,18,0,1,127,547,137,72,67,18,32,,9,85,6.0689,2.28312,2.65816,1.26185,0.156017,0.0586936,0.09732349589467049,0.271003,1.33624,0.296327,0.670075,,,4.56882,0.902553,0.593177,671.8599853515625,,,,"16502"
"Luis García","SDP",4,3,,3.56044,64,0,1,12,64,268,55,28,25,6,22,,3,68,9.56624,3.15132,3.03563,0.8885,0.254158,0.0837249,0.17043284326791763,0.22676,1.20726,0.289662,0.723989,,,3.47685,0.899946,0.596805,723.510009765625,,,,"6984"
"Giovanny Gallegos","STL",5,3,,3.36445,66,0,3,11,66,270,53,27,25,8,19,,3,76,10.3585,2.63422,3.93227,1.15093,0.281683,0.0716337,0.21004962176084518,0.213158,1.092,0.271721,0.753738,,,3.4813,0.883989,0.923972,313.4800109863281,,,,"14986"
"Daniel Bard","COL",5,5,,4.18579,66,0,27,2,66,288,61,33,31,7,30,,4,75,10.1827,4.04566,2.51694,0.982816,0.259251,0.103003,0.15624861419200897,0.240293,1.37445,0.312712,0.713519,,,3.81409,0.873937,0.878106,130.36000061035156,,,,"7115"
"Tarik Skubal","DET",4,5,,3.98035,13,13,0,0,69,290,64,33,31,10,21,,2,72,9.28078,2.72107,3.41071,1.27389,0.24628,0.0722077,0.17407213151454926,0.24011,1.22681,0.292416,0.729585,,,3.90084,0.871631,0.816272,487.9599914550781,,,,"22267"
"Collin McHugh","ATL",4,2,,3.40686,66,0,1,13,66,275,59,27,25,7,18,,3,69,9.44068,2.4441,3.86265,0.979761,0.252086,0.0652624,0.1868233010172844,0.234041,1.17092,0.294422,0.745535,,,3.38501,0.864038,1.0789,675.0700073242188,,,,"7531"
"James Karinchak","CLE",4,3,,3.4674,66,0,2,13,66,279,47,28,25,8,35,,2,91,12.3893,4.80713,2.57728,1.024,0.325681,0.126366,0.19931495189666748,0.196165,1.25317,0.278264,0.76234,,,3.52216,0.863708,0.722332,401.70001220703125,,,,"20151"
"Tylor Megill","NYM",5,4,,3.72379,48,10,0,1,88,364,78,39,36,12,26,,3,96,9.86728,2.63189,3.74912,1.19833,0.263988,0.0704132,0.19357456266880035,0.232706,1.18382,0.291517,0.737638,,,3.61834,0.8586,0.73343,397.260009765625,,,,"21318"
"Yusei Kikuchi","TOR",8,7,,4.1971,42,21,0,1,128,552,119,64,60,19,53,,6,131,9.20643,3.72105,2.47415,1.31626,0.237859,0.0961377,0.14172165840864182,0.241837,1.34286,0.292886,0.73816,,,4.34024,0.851703,0.901649,446.3699951171875,,,,"20633"
"Brad Keller","KCR",7,10,,4.48009,41,19,0,1,132,576,137,71,66,15,52,,5,102,6.95669,3.52753,1.97211,1.02414,0.17714,0.0898226,0.0873178169131279,0.26402,1.43033,0.303521,0.702023,,,4.3376,0.831972,0.94804,653.6799926757812,,,,"15734"
"Seranthony Domínguez","PHI",6,4,,3.58039,67,0,12,8,67,284,55,29,27,7,30,,3,77,10.3011,4.01067,2.56844,0.89871,0.27011,0.105165,0.16494479030370712,0.219512,1.26915,0.288638,0.739048,,,3.57897,0.823311,0.880268,237.64999389648438,,,,"19249"
"Jonathan Loáisiga","NYY",5,3,,3.35807,66,0,3,12,66,276,59,27,25,6,22,,3,62,8.43293,2.95495,2.85383,0.764429,0.2241,0.0785261,0.1455739513039589,0.233524,1.21909,0.288568,0.734849,,,3.44272,0.821377,0.777307,551.7100219726562,,,,"19753"
"Jordan Lyles","KCR",8,13,,4.93653,29,29,0,0,166,727,183,98,91,26,53,,6,124,6.69117,2.86197,2.33796,1.4258,0.170055,0.0727363,0.09731823205947876,0.273569,1.41698,0.301915,0.693856,,,4.74916,0.816541,0.6087,583.4600219726562,,,,"7593"
"Braxton Garrett","MIA",6,7,,4.14832,49,15,0,1,110,474,108,55,51,14,38,,6,103,8.39304,3.13007,2.68142,1.12127,0.216915,0.0808954,0.1360192894935608,0.250011,1.32249,0.299179,0.718272,,,4.06857,0.811216,0.754304,422.6499938964844,,,,"21844"
"Clarke Schmidt","NYY",7,6,,4.14523,41,15,0,1,103,443,97,52,48,14,38,,5,103,8.99155,3.32641,2.70308,1.20779,0.233052,0.0862173,0.14683464914560318,0.241634,1.30457,0.292669,0.721869,,,4.11141,0.809323,0.56575,333.4200134277344,,,,"19899"
"Anthony DeSclafani","SFG",8,8,,4.1559,47,19,0,1,131,557,134,65,61,18,36,,3,109,7.45692,2.44558,3.04915,1.23402,0.195488,0.0641123,0.13137536495923996,0.258747,1.29147,0.29664,0.722854,,,4.12974,0.807181,1.13288,437.6099853515625,,,,"13050"
"Drew Smyly","CHC",7,9,,4.57106,43,23,0,1,135,578,138,74,68,24,42,,4,121,8.1095,2.79051,2.9061,1.60176,0.209905,0.072229,0.13767598569393158,0.259312,1.33546,0.294728,0.726706,,,4.63901,0.806806,0.719129,430.05999755859375,,,,"11760"
"Chris Martin","BOS",4,2,,3.56997,63,0,2,15,63,261,62,27,25,8,12,,2,66,9.37527,1.76479,5.31239,1.0935,0.251329,0.04731,0.2040194422006607,0.250915,1.17934,0.312743,0.747808,,,3.2868,0.802437,0.737684,570.0599975585938,,,,"11847"
"Matthew Liberatore","STL",5,5,,4.03219,18,13,0,1,75,321,72,36,34,9,26,,4,62,7.43564,3.13046,2.37526,1.07711,0.193382,0.0814153,0.11196696013212204,0.247113,1.30491,0.286077,0.72114,,,4.21351,0.796392,0.817107,594.4000244140625,,,,"22294"
"Zach Plesac","CLE",7,9,,4.48378,24,24,0,0,136,577,138,73,68,21,37,,5,103,6.82415,2.42937,2.80902,1.40078,0.178228,0.0634483,0.1147795096039772,0.25817,1.2886,0.284654,0.70301,,,4.54505,0.794564,0.799316,538.22998046875,,,,"19979"
"Jason Adam","TBR",4,3,,3.33458,68,0,9,11,68,281,52,27,25,8,24,,5,81,10.6897,3.21766,3.32218,0.994191,0.287212,0.0864528,0.20075921714305878,0.207237,1.12584,0.273053,0.743977,,,3.45683,0.78572,0.841051,288.94000244140625,,,,"11861"
"Tanner Houck","BOS",6,6,,3.94327,56,10,2,4,98,423,90,47,43,11,36,,9,105,9.59802,3.30567,2.90351,0.988039,0.247779,0.085338,0.16244133561849594,0.239222,1.28801,0.30343,0.716965,,,3.77245,0.779359,0.832692,384,,,,"19879"
"Alex Vesia","LAD",4,2,,3.47227,63,0,5,11,63,263,47,26,24,8,27,,3,85,12.1247,3.88425,3.12149,1.18719,0.322327,0.103261,0.2190660461783409,0.203429,1.18461,0.279457,0.767392,,,3.56654,0.777806,0.873185,517.9400024414062,,,,"25007"
"Scott Barlow","KCR",4,4,,3.67622,72,0,25,5,72,304,64,32,29,9,26,,3,78,9.77788,3.25187,3.00685,1.07123,0.257684,0.085699,0.1719851940870285,0.233883,1.25475,0.296192,0.748331,,,3.67526,0.769273,0.931085,131.2100067138672,,,,"14993"
"Jared Shuster","ATL",6,6,,4.36235,19,19,0,0,104,446,107,54,50,15,33,,2,86,7.45505,2.85963,2.607,1.32555,0.193086,0.0740646,0.11902157217264175,0.259258,1.34324,0.294714,0.722808,,,4.37382,0.768803,1.06076,999,,,,"sa3014483"
"Clay Holmes","NYY",5,3,,3.47199,64,0,25,5,64,272,53,27,25,4,26,,6,68,9.50624,3.63837,2.61278,0.627823,0.24856,0.0951325,0.15342754870653152,0.222086,1.23896,0.290581,0.715534,,,3.37982,0.75102,0.6733,93.23999786376953,,,,"13649"
"Kyle Finnegan","WSN",4,4,,3.79404,66,0,29,3,66,279,59,30,28,8,25,,2,69,9.40395,3.4417,2.73236,1.0392,0.247165,0.0904586,0.15670643746852875,0.235029,1.28016,0.294159,0.736679,,,3.74697,0.744697,0.765688,218,,,,"15009"
"Jordan Romano","TOR",5,3,,3.52692,66,0,32,1,66,275,54,28,26,8,24,,4,78,10.606,3.22518,3.28849,1.10158,0.28305,0.0860731,0.19697723537683487,0.217451,1.17378,0.282973,0.746858,,,3.58704,0.728206,0.749514,46.900001525878906,,,,"16122"
"Luis Cessa","CIN",5,7,,4.59986,34,16,0,1,102,446,108,56,52,15,37,,3,80,7.04588,3.29696,2.13708,1.29328,0.179344,0.0839201,0.09542398899793625,0.265146,1.41816,0.298688,0.711282,,,4.6095,0.716596,0.777037,724.989990234375,,,,"13345"
"Michael Soroka","ATL",7,5,,3.96962,53,11,0,1,106,453,109,51,47,13,30,,5,84,7.13652,2.52656,2.8246,1.06871,0.185169,0.0655559,0.11961342394351959,0.261022,1.31263,0.30022,0.727094,,,4.05714,0.7164,0.917737,436.04998779296875,,,,"18383"
"Luke Weaver","CIN",4,6,,4.8884,16,16,0,0,85,370,89,49,46,15,29,,3,82,8.69801,3.0919,2.81316,1.63553,0.221307,0.0786685,0.1426384299993515,0.264961,1.39926,0.30815,0.716499,,,4.68966,0.711865,0.662159,744,,,,"16918"
"Joe Jiménez","ATL",4,3,,3.66828,63,0,2,14,63,263,51,28,26,8,22,,4,82,11.7262,3.19874,3.66588,1.15704,0.312264,0.0851813,0.22708313912153244,0.214902,1.16181,0.292055,0.733766,,,3.43814,0.705501,0.600785,586.6500244140625,,,,"15761"
"Erik Swanson","TOR",3,3,,3.78992,65,0,2,13,65,268,57,30,27,9,18,,2,70,9.72912,2.54476,3.8232,1.30905,0.261824,0.0684828,0.1933407559990883,0.229302,1.15816,0.281702,0.737217,,,3.77447,0.702356,0.320334,530.5700073242188,,,,"16587"
"Alex Lange","DET",4,4,,3.55308,65,0,21,5,65,277,53,28,26,6,30,,4,77,10.7141,4.1937,2.55481,0.787156,0.278871,0.109155,0.169715516269207,0.218177,1.28188,0.295906,0.735483,,,3.45606,0.698468,0.705073,212.6999969482422,,,,"19883"
"Andrew Chafin","ARI",3,3,,3.53171,63,0,8,11,63,265,57,27,25,7,21,,2,66,9.38948,3.02691,3.10201,0.946574,0.247788,0.07988,0.1679082214832306,0.235588,1.24012,0.297119,0.74289,,,3.51523,0.691875,0.940812,563.2000122070312,,,,"12988"
