Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid
Nelson Cruz,WSN,130,560,498,134,20,1,33,78,93,49,129,7,2,0,0.269,0.34,0.51,0.85,0.355,0,-1.9,1.7,166.5,2434
Trey Mancini,BAL,147,637,571,151,32,2,26,81,83,53,141,8,1,0,0.265,0.334,0.461,0.795,0.339,-0.8,-0.7,1.7,216.1,15149
Jonah Heim,TEX,66,262,240,58,12,0,7,28,28,18,48,2,2,1,0.242,0.296,0.382,0.679,0.294,3.2,-0.4,1.7,564.9,16930
Jake Meyers,HOU,97,420,379,93,19,1,15,50,52,29,107,6,8,4,0.246,0.308,0.421,0.729,0.314,1.6,-0.2,1.7,596.5,20308
Adam Duvall,ATL,128,553,503,114,20,3,33,69,100,39,162,7,3,1,0.227,0.289,0.475,0.764,0.322,3.6,-0.7,1.7,218.3,10950
Isiah Kiner-Falefa,NYY,126,546,503,133,22,3,8,63,49,29,80,8,14,5,0.264,0.313,0.369,0.682,0.298,-0.7,1,1.7,292.8,16512
Cavan Biggio,TOR,113,490,413,93,19,2,16,63,54,68,130,4,8,2,0.226,0.338,0.401,0.739,0.323,-0.4,-0.1,1.7,334.7,19252
Hunter Renfroe,MIL,133,574,516,121,25,0,34,77,89,48,150,3,3,1,0.234,0.301,0.482,0.783,0.331,1.3,-1,1.7,162.8,15464
Bryson Stott,PHI,115,497,441,109,21,2,13,58,51,48,119,2,8,4,0.248,0.322,0.395,0.717,0.312,1.8,-0.6,1.7,459.3,sa3011443
Ryan Mountcastle,BAL,146,630,578,152,28,2,31,79,95,40,161,5,4,2,0.263,0.313,0.478,0.792,0.335,-0.1,-0.7,1.6,124.3,18373
Wilmer Flores,SFG,99,427,386,105,21,1,15,51,54,33,57,4,1,0,0.271,0.333,0.451,0.783,0.336,-2,-1,1.6,453.9,5827
Joey Wendle,MIA,109,469,429,112,25,4,9,55,46,26,94,9,9,4,0.261,0.315,0.401,0.716,0.308,1.3,-0.2,1.6,441.2,13853
Josh Rojas,ARI,122,525,462,114,26,3,12,65,48,54,121,3,13,6,0.247,0.327,0.395,0.722,0.315,-0.1,0.5,1.6,262.1,19734
Christian Vázquez,BOS,94,371,341,87,17,1,9,40,39,24,68,2,5,3,0.256,0.308,0.387,0.694,0.301,2.3,-1.2,1.6,202.9,9774
Garrett Cooper,MIA,128,553,488,128,22,2,20,67,69,54,145,8,2,1,0.262,0.344,0.436,0.78,0.338,-1,-1.9,1.6,533.8,15279
Ha-Seong Kim,SDP,92,399,356,86,17,2,12,49,50,33,80,4,10,2,0.241,0.311,0.403,0.714,0.309,0.2,0.8,1.5,361,27506
Luke Voit,SDP,126,546,476,116,20,1,26,71,79,58,151,9,0,0,0.245,0.336,0.455,0.791,0.341,-0.7,-0.9,1.5,224.5,14811
Miguel Sanó,MIN,151,651,568,130,28,1,39,90,101,73,225,5,2,1,0.228,0.319,0.487,0.806,0.342,-8.3,-1,1.5,278.9,12164
Taylor Walls,TBR,94,406,353,78,18,2,8,45,39,45,108,3,13,6,0.222,0.311,0.35,0.661,0.292,5.3,-0.5,1.5,594.9,22458
Adolis García,TEX,134,581,542,125,25,3,27,69,83,28,178,7,12,5,0.231,0.275,0.435,0.71,0.302,3.9,-0.7,1.5,169.4,19287
Nick Senzel,CIN,122,525,473,123,27,4,15,68,57,43,105,3,14,8,0.259,0.322,0.426,0.749,0.323,-0.6,-0.9,1.5,384.6,19293
Ramón Urías,BAL,105,455,406,101,23,1,12,50,50,38,110,8,3,2,0.248,0.322,0.4,0.722,0.315,-2.1,-0.8,1.5,546.4,18795
Alex Kirilloff,MIN,112,483,445,120,23,2,19,56,65,30,107,4,4,3,0.269,0.32,0.455,0.775,0.33,0.4,-0.9,1.4,185.9,20325
Ryan Jeffers,MIN,81,320,286,62,11,1,13,35,38,27,100,5,1,1,0.216,0.292,0.399,0.69,0.299,0.3,-0.7,1.4,504.6,24618
Austin Hedges,CLE,99,390,354,71,13,0,15,39,46,24,112,4,2,1,0.2,0.256,0.361,0.618,0.265,4.4,-0.4,1.4,587.9,12976
Jesús Aguilar,MIA,123,532,468,121,22,0,22,61,80,52,106,4,1,0,0.258,0.333,0.45,0.783,0.334,0.2,-1.3,1.4,306.8,11342
Tommy La Stella,SFG,107,462,416,112,20,2,11,58,49,38,47,4,1,0,0.27,0.335,0.409,0.744,0.323,-3.6,-0.9,1.4,566.7,12371
Anthony Santander,BAL,130,560,519,132,30,1,25,68,77,30,118,5,2,2,0.255,0.3,0.462,0.762,0.323,0.8,-0.7,1.4,325.2,14551
Ji-Man Choi,TBR,117,504,424,98,22,1,17,59,63,69,136,5,2,1,0.231,0.342,0.411,0.753,0.329,-1.5,-0.9,1.4,584.1,5452
Manny Piña,ATL,60,237,210,48,9,0,9,26,32,20,52,5,1,0,0.228,0.308,0.405,0.713,0.309,2.3,-0.6,1.4,580.1,2829
Patrick Wisdom,CHC,113,490,438,95,17,0,30,63,75,44,179,5,6,2,0.218,0.294,0.464,0.758,0.322,0.4,-0.2,1.4,368.3,13602
Jarred Kelenic,SEA,118,511,457,105,21,2,22,62,69,45,128,4,11,5,0.231,0.303,0.433,0.736,0.315,-4.5,0,1.4,147.5,22558
Victor Robles,WSN,117,504,441,105,25,2,11,59,46,38,119,17,17,6,0.237,0.319,0.377,0.696,0.304,3,0.2,1.4,498.8,18363
Josh Naylor,CLE,120,518,471,125,26,1,19,62,64,40,90,3,3,1,0.266,0.326,0.448,0.774,0.331,-3,-0.4,1.3,584.7,18839
Tucker Barnhart,DET,96,378,336,77,17,1,7,35,35,34,87,4,1,1,0.229,0.305,0.343,0.648,0.285,3.1,-1.2,1.3,502.6,10200
César Hernández,WSN,115,497,442,112,20,2,13,63,49,46,97,4,3,1,0.254,0.328,0.392,0.72,0.314,-0.6,-0.2,1.3,434.8,10556
Didi Gregorius,PHI,113,490,446,110,20,3,18,57,69,32,75,7,4,2,0.247,0.303,0.427,0.731,0.312,-2.8,-0.2,1.3,533.4,6012
Wil Myers,SDP,144,623,553,133,29,2,23,72,77,62,180,3,11,5,0.24,0.318,0.424,0.742,0.32,-3.3,-0.1,1.3,298.8,10047
David Peralta,ARI,120,518,470,127,25,5,13,57,64,40,97,4,2,1,0.27,0.331,0.426,0.757,0.325,1.4,-0.3,1.3,518.7,2136
José Iglesias,COL,126,546,513,150,32,2,9,62,60,21,71,6,6,3,0.291,0.326,0.418,0.744,0.321,-1.1,-0.4,1.3,542.2,10231
Francisco Mejía,TBR,66,262,238,60,13,2,8,29,31,16,51,5,1,0,0.25,0.307,0.421,0.728,0.312,0.4,-0.2,1.3,524.8,16403
Yadier Molina,STL,112,444,413,103,18,0,10,42,53,21,74,6,3,0,0.248,0.292,0.369,0.661,0.287,3.3,-1.6,1.3,332,7007
Mike Moustakas,CIN,131,567,506,123,27,1,27,68,84,49,112,7,2,0,0.243,0.316,0.46,0.775,0.33,-4.6,-1.3,1.3,403.8,4892
Elvis Andrus,OAK,122,525,482,121,24,2,7,56,45,31,80,5,12,4,0.251,0.3,0.356,0.657,0.286,-1.6,1.3,1.2,572.7,8709
Bobby Dalbec,BOS,121,525,468,109,21,3,29,66,78,42,176,9,3,1,0.232,0.306,0.476,0.782,0.331,0.2,-0.7,1.2,219.5,19966
Lane Thomas,WSN,117,504,444,105,23,3,17,63,62,51,133,4,11,5,0.238,0.32,0.421,0.742,0.32,1.1,-0.5,1.2,291.1,16939
Kyle Higashioka,NYY,65,256,235,50,11,0,12,29,36,17,69,2,1,0,0.212,0.268,0.416,0.684,0.292,0,-0.3,1.2,520.1,5517
Joc Pederson,SFG,123,532,471,111,22,3,22,66,70,46,125,10,3,3,0.235,0.314,0.44,0.754,0.324,0.2,-0.8,1.2,507.9,11899
Kole Calhoun,TEX,110,476,420,96,18,1,20,60,57,46,114,5,3,1,0.229,0.311,0.424,0.735,0.316,1.1,-0.6,1.2,545,11200
Cal Raleigh,SEA,63,250,229,52,13,0,10,27,32,15,62,2,2,1,0.227,0.28,0.419,0.699,0.298,-1.1,-0.1,1.2,580.9,21534
Andrelton Simmons,CHC,104,448,411,106,18,1,6,46,40,28,56,4,4,1,0.258,0.31,0.348,0.658,0.289,4.9,0.2,1.2,591.9,10847
LaMonte Wade Jr.,SFG,113,490,424,102,20,3,18,63,56,52,111,7,7,3,0.24,0.331,0.426,0.757,0.327,-2.8,-0.4,1.2,420.6,18126
Michael A. Taylor,KCR,125,539,492,116,24,2,14,58,55,36,151,4,14,6,0.235,0.29,0.378,0.668,0.289,4.9,0.3,1.2,541.9,11489
Jonathan Villar,CHC,109,469,420,106,17,2,14,57,47,41,116,3,18,6,0.253,0.322,0.4,0.722,0.313,-3.3,1.3,1.2,238,10071
Evan Longoria,SFG,94,406,365,90,17,1,15,48,53,33,91,4,2,1,0.246,0.313,0.419,0.732,0.314,0,-0.6,1.2,509.4,9368
Martín Maldonado,HOU,115,454,400,78,15,1,13,47,46,43,133,6,1,0,0.195,0.281,0.337,0.618,0.273,3.2,-1.6,1.2,575,6887
Rowdy Tellez,MIL,104,448,402,103,21,1,22,56,63,37,101,6,1,1,0.257,0.326,0.479,0.805,0.34,-0.4,-0.8,1.2,363.3,15679
Nico Hoerner,CHC,68,294,264,73,14,1,4,32,29,23,44,4,6,3,0.277,0.342,0.383,0.725,0.316,1.9,-0.3,1.2,537.4,21479
Joey Bart,SFG,94,371,341,81,16,1,11,43,40,20,110,6,2,1,0.238,0.29,0.387,0.677,0.293,-0.7,-0.4,1.2,270,21524
Eddie Rosario,ATL,113,490,455,123,22,2,22,67,72,28,74,1,8,3,0.27,0.311,0.472,0.783,0.331,-0.9,0.2,1.2,181.4,12155
Brandon Marsh,LAA,115,497,444,109,20,4,10,51,43,45,148,3,9,3,0.245,0.318,0.376,0.693,0.304,3.4,0.8,1.2,429.5,20202
Tom Murphy,SEA,75,294,261,56,10,1,11,31,36,28,92,2,1,1,0.214,0.294,0.391,0.684,0.297,-0.4,-0.4,1.1,551.4,13499
Nick Ahmed,ARI,107,462,419,101,25,3,9,50,48,35,96,3,6,2,0.241,0.3,0.381,0.682,0.295,2.2,0.3,1.1,592.8,12147
Frank Schwindel,CHC,118,511,473,126,26,1,24,68,75,28,90,4,2,1,0.267,0.311,0.482,0.792,0.335,0,-0.8,1.1,243,15351
Willie Calhoun,TEX,115,497,450,117,21,3,19,61,60,38,72,4,2,1,0.261,0.323,0.45,0.773,0.331,-2,-1.3,1.1,488.4,17838
Taylor Ward,LAA,83,357,312,77,18,1,13,45,42,37,90,5,4,2,0.247,0.335,0.433,0.768,0.332,-1.9,0,1.1,600.7,17548
Austin Slater,SFG,73,315,275,68,14,2,9,39,34,32,84,5,11,3,0.247,0.335,0.412,0.748,0.325,0.7,1,1.1,582.4,16153
Kevin Smith,OAK,92,399,362,81,17,2,16,45,48,28,112,4,9,3,0.223,0.284,0.414,0.698,0.299,-0.7,0.2,1.1,529.4,20242
Alec Bohm,PHI,83,357,321,84,15,1,11,42,43,29,84,2,4,1,0.262,0.325,0.417,0.742,0.321,-0.4,-0.4,1.1,368.1,21618
J.D. Davis,NYM,73,315,276,70,14,1,11,37,37,31,83,5,2,0,0.254,0.339,0.429,0.767,0.332,-2.1,-0.4,1.1,537.5,16219
Kevin Plawecki,BOS,62,243,218,57,13,1,5,26,27,19,41,4,1,0,0.261,0.33,0.402,0.732,0.32,-1.6,-0.6,1.1,587,13807
Jason Heyward,CHC,87,378,335,82,14,2,11,43,41,37,73,3,5,1,0.245,0.323,0.396,0.72,0.313,1.3,0.5,1.1,596.3,4940
Nick Pratto,KCR,79,343,299,73,15,3,16,43,45,34,98,4,5,2,0.243,0.324,0.471,0.795,0.338,0.9,-0.1,1.1,563.8,sa3004138
Josh Harrison,CHW,94,406,369,95,19,1,8,44,41,23,60,10,6,3,0.259,0.317,0.381,0.698,0.305,-0.7,-0.6,1,398.3,8202
Chad Pinder,OAK,86,371,337,83,19,1,13,45,45,26,91,4,2,1,0.246,0.306,0.424,0.729,0.314,-0.5,-0.7,1,578.7,15191
Gary Sánchez,MIN,112,456,397,82,16,1,23,56,63,49,126,7,1,0,0.208,0.303,0.424,0.728,0.313,-3.6,-0.9,1,244.4,11442
Elias Díaz,COL,91,358,325,86,17,1,12,44,43,27,60,2,1,0,0.263,0.323,0.434,0.757,0.325,-1.5,-0.5,1,225.9,11680
Kyle Farmer,CIN,100,434,397,101,20,2,12,46,50,21,85,11,3,2,0.254,0.306,0.403,0.709,0.306,0.1,-0.5,1,539.1,14813
Cristian Pache,OAK,123,532,489,108,25,2,15,59,54,34,149,4,8,6,0.221,0.276,0.373,0.648,0.281,4.4,-1.2,1,566.8,19948
Luis García,WSN,83,357,333,90,19,2,12,42,43,19,60,1,2,2,0.269,0.309,0.441,0.75,0.32,-2.8,-0.7,1,583.5,20391
Randal Grichuk,COL,128,553,513,136,30,3,27,70,84,31,115,4,2,2,0.265,0.31,0.491,0.8,0.338,-4.7,-0.9,1,306.3,10243
Seth Brown,OAK,110,476,434,100,23,3,22,57,66,33,140,3,5,2,0.229,0.286,0.443,0.729,0.308,1.4,-0.4,1,518.3,18171
Austin Barnes,LAD,55,218,190,42,8,0,6,26,23,21,53,4,2,1,0.219,0.307,0.356,0.663,0.292,0.5,-0.1,1,591.8,12158
James McCann,NYM,96,378,344,80,14,1,10,37,42,26,106,4,2,1,0.233,0.293,0.37,0.662,0.288,-0.1,-0.8,1,383,12859
Jurickson Profar,SDP,120,518,451,109,24,2,12,62,55,53,79,8,11,4,0.241,0.328,0.386,0.714,0.313,-2.7,0.4,0.9,559,10815
Kevin Newman,PIT,120,518,478,127,24,3,7,54,47,29,49,3,8,3,0.265,0.31,0.373,0.683,0.296,-1,0,0.9,595.9,17696
Yan Gomes,CHC,65,257,235,58,11,1,9,30,33,16,57,3,1,0,0.248,0.303,0.417,0.719,0.307,0.7,-0.4,0.9,488.1,9627
Tyrone Taylor,MIL,75,322,291,70,14,2,13,39,43,22,75,5,5,1,0.239,0.301,0.431,0.732,0.314,1.8,0.2,0.9,544.8,13675
Odúbel Herrera,PHI,73,315,288,76,16,1,10,38,36,20,54,4,4,1,0.264,0.317,0.428,0.745,0.32,-1.9,0.1,0.9,590.2,11476
Yu Chang,CLE,81,350,320,76,17,2,13,41,45,22,95,4,3,2,0.237,0.293,0.422,0.714,0.306,1.1,-0.4,0.9,597.2,14773
Daniel Vogelbach,PIT,79,343,283,66,13,0,14,45,40,55,77,2,1,0,0.232,0.358,0.427,0.786,0.344,-0.1,-1,0.9,587.8,14130
Gavin Sheets,CHW,81,350,316,80,15,0,16,44,52,27,80,2,1,1,0.254,0.316,0.458,0.775,0.331,0,-0.6,0.9,538.7,19901
Christian Walker,ARI,125,539,482,120,27,2,19,67,68,47,133,6,2,1,0.248,0.32,0.433,0.753,0.324,1.6,0,0.9,524.8,13419
Jordan Luplow,ARI,79,343,295,69,16,1,14,44,44,42,87,4,4,3,0.234,0.335,0.441,0.776,0.336,0.5,-0.6,0.9,600.6,16424
Andrew McCutchen,MIL,138,595,506,118,23,1,23,77,77,78,138,5,6,2,0.233,0.338,0.422,0.76,0.331,-0.7,-1.1,0.9,321.7,9847
Andrew Vaughn,CHW,78,336,297,75,16,0,13,41,40,30,72,6,1,1,0.251,0.329,0.443,0.772,0.333,-0.1,-0.7,0.9,285.6,26197
Darin Ruf,SFG,97,420,367,90,18,1,17,50,53,45,115,5,2,1,0.245,0.332,0.438,0.77,0.331,-0.2,-0.8,0.9,469,9929
Jo Adell,LAA,130,560,516,124,23,4,25,64,83,34,159,5,8,3,0.24,0.292,0.445,0.736,0.314,-3,-0.2,0.8,210.8,20220
Matt Vierling,PHI,81,350,316,78,14,2,10,40,38,24,82,4,6,2,0.247,0.306,0.397,0.703,0.304,2.2,0.1,0.8,575.2,21558
Jose Trevino,NYY,60,237,222,53,12,0,5,24,25,10,45,1,1,1,0.24,0.273,0.365,0.638,0.274,1,-0.6,0.8,599.4,16725
Chas McCormick,HOU,63,273,241,57,9,1,9,32,32,25,73,3,5,2,0.236,0.312,0.393,0.706,0.307,2.3,-0.2,0.8,527.2,19599
Pavin Smith,ARI,109,469,421,111,22,3,12,56,48,40,87,3,2,1,0.264,0.329,0.418,0.747,0.323,-0.3,-0.8,0.8,507.1,19892
Carter Kieboom,WSN,68,294,255,61,11,1,9,35,33,31,67,6,1,1,0.24,0.333,0.391,0.725,0.317,-0.9,-0.5,0.8,576.2,19958
Tomás Nido,NYM,60,237,222,49,10,1,6,23,25,10,62,3,1,0,0.221,0.261,0.354,0.615,0.264,1.2,-0.4,0.8,600.8,13755
Seth Beer,ARI,96,413,363,93,20,0,16,52,50,30,90,16,1,1,0.257,0.338,0.445,0.783,0.338,-0.5,-0.7,0.8,556.4,20493
Jake Fraley,CIN,63,273,234,57,12,1,11,34,39,32,74,4,9,3,0.242,0.338,0.445,0.783,0.337,-1.3,0.1,0.8,530.1,19260
Santiago Espinal,TOR,78,336,306,79,16,1,5,37,31,24,53,2,6,3,0.259,0.316,0.367,0.684,0.299,1.3,-0.3,0.8,575.9,19997
Jose Barrero,CIN,53,231,208,52,11,1,7,28,29,15,57,4,5,2,0.248,0.31,0.415,0.726,0.313,0.4,0.3,0.8,543,23378
Edmundo Sosa,STL,50,217,198,50,8,2,5,24,22,10,44,7,3,2,0.254,0.31,0.389,0.698,0.303,1.2,-0.4,0.7,538.5,17022
Thairo Estrada,SFG,57,245,225,59,11,1,8,31,29,14,46,4,3,1,0.261,0.314,0.42,0.734,0.316,-1.3,0,0.7,599.3,16426
MJ Melendez,KCR,50,210,186,46,10,1,10,27,28,19,50,1,1,1,0.246,0.318,0.466,0.785,0.335,0.1,-0.4,0.7,485.8,sa3004139
Carlos Santana,KCR,115,497,422,99,18,0,16,59,56,68,80,3,2,0,0.236,0.343,0.394,0.738,0.323,-0.3,-0.6,0.7,537.8,2396
Jason Castro,HOU,40,160,136,29,6,0,6,19,17,20,50,2,0,0,0.213,0.319,0.388,0.707,0.311,-0.8,-0.4,0.7,599.9,8722
Ben Gamel,PIT,117,504,435,107,25,3,10,56,43,59,129,4,6,5,0.245,0.339,0.384,0.723,0.317,-1.5,-1.1,0.7,585.3,12160
Leury García,CHW,86,371,338,88,15,2,6,42,36,23,79,3,6,2,0.259,0.311,0.371,0.682,0.298,-1.3,0.3,0.7,560,5913
Kyle Lewis,SEA,76,329,294,70,13,0,12,38,38,31,96,2,3,1,0.239,0.313,0.407,0.719,0.312,0,-0.1,0.7,465.7,19508
Reese McGuire,CHW,39,154,139,33,7,0,4,17,14,11,32,1,1,0,0.236,0.295,0.373,0.668,0.29,0.4,0,0.7,600.2,15674
Tyler Naquin,CIN,113,490,449,116,25,2,18,59,66,31,117,5,5,3,0.259,0.312,0.442,0.755,0.322,-0.3,-0.5,0.7,383.5,13359
Bobby Bradley,CLE,105,455,406,87,17,1,25,55,65,38,160,6,1,0,0.213,0.288,0.447,0.735,0.312,2.1,-0.8,0.7,528.8,17278
Bryan De La Cruz,,62,266,243,65,11,1,7,29,28,18,60,2,2,2,0.267,0.321,0.413,0.734,0.316,-0.8,-0.5,0.7,566.9,19600
Charlie Blackmon,COL,138,595,532,148,28,4,19,84,73,48,101,8,3,2,0.278,0.345,0.451,0.796,0.342,-1.3,-0.8,0.7,238.1,7859
Nick Solak,TEX,73,315,283,73,13,1,9,37,35,24,65,6,4,2,0.258,0.326,0.402,0.727,0.317,-2.1,0,0.7,522.9,19294
Victor Reyes,DET,52,224,210,57,11,3,5,27,22,11,48,1,6,2,0.272,0.309,0.414,0.722,0.31,0.3,0.2,0.7,593.5,15487
Rougned Odor,BAL,78,336,301,64,14,1,16,41,45,27,95,5,3,2,0.213,0.287,0.424,0.711,0.304,-1.1,-0.5,0.7,532.3,12282
Michael Hermosillo,CHC,57,245,214,49,9,1,10,32,31,20,74,8,5,2,0.227,0.314,0.422,0.735,0.319,0.2,0,0.7,599,16285
Jose Miranda,,49,210,193,53,11,0,7,27,27,11,29,3,1,1,0.276,0.324,0.451,0.774,0.331,0.2,-0.2,0.7,487.7,sa917952
Triston Casas,BOS,60,259,227,58,12,1,10,35,32,26,58,2,3,1,0.253,0.333,0.448,0.781,0.336,0.2,-0.1,0.7,549.2,sa3007634
Steven Duggar,SFG,66,287,258,62,14,3,6,33,29,25,84,2,6,2,0.239,0.309,0.383,0.692,0.299,0.5,0.3,0.7,599.2,17719
Aristides Aquino,CIN,102,441,390,87,15,1,25,57,69,42,137,5,6,2,0.224,0.305,0.464,0.769,0.326,-0.2,-0.1,0.7,590.9,15482
Ben Rortvedt,NYY,37,147,133,28,5,0,5,16,16,11,40,2,0,0,0.215,0.281,0.365,0.646,0.281,1.6,-0.1,0.6,999,20287
Curt Casali,SFG,65,256,224,49,10,0,7,25,27,26,71,3,1,0,0.218,0.306,0.356,0.662,0.289,-0.8,-0.4,0.6,592.3,12510
Matt Duffy,LAA,55,238,212,57,9,0,3,27,22,20,45,4,4,1,0.269,0.341,0.366,0.706,0.313,-1.5,-0.3,0.6,586.5,13836
Gabriel Arias,CLE,37,161,148,38,8,1,4,19,17,10,39,2,1,0,0.259,0.308,0.41,0.718,0.31,0.2,0,0.6,600.8,sa3004047
Sheldon Neuse,OAK,65,280,257,62,12,1,7,30,29,18,78,2,3,1,0.24,0.292,0.38,0.673,0.292,0.1,-0.1,0.6,999,19635
Rafael Ortega,CHC,79,343,306,76,15,2,10,43,35,32,73,2,10,4,0.248,0.321,0.405,0.727,0.316,-0.2,-0.1,0.6,394.5,10323
Abraham Toro,SEA,34,147,130,32,7,0,5,18,17,13,25,3,2,1,0.249,0.328,0.412,0.739,0.322,-0.1,-0.2,0.6,393.6,19844
Connor Joe,COL,76,329,282,73,16,1,12,44,41,39,69,5,2,1,0.259,0.354,0.444,0.798,0.346,0.5,-0.4,0.6,349.2,16572
Nolan Gorman,STL,32,140,130,33,6,0,5,16,17,8,31,1,1,0,0.253,0.299,0.433,0.732,0.312,0.8,0,0.6,547,sa3007017
Hunter Dozier,KCR,100,434,388,92,20,4,15,48,49,38,117,4,4,2,0.236,0.308,0.425,0.733,0.315,-2.5,-0.7,0.6,471.6,15117
Eric Hosmer,SDP,120,518,469,123,23,1,15,57,66,40,103,4,4,3,0.262,0.324,0.41,0.734,0.317,-1.1,-1.6,0.6,503.3,3516
Kyle Isbel,KCR,53,231,209,52,11,2,6,28,24,17,52,3,7,2,0.25,0.313,0.406,0.719,0.31,0.2,0.4,0.6,559.6,21614
Dominic Smith,NYM,96,413,374,95,21,1,13,47,55,29,95,6,2,1,0.254,0.315,0.422,0.737,0.317,-1.4,-0.8,0.5,458.2,15653
Vidal Bruján,,39,168,152,36,8,1,3,20,17,13,31,1,11,3,0.238,0.301,0.366,0.667,0.292,0.4,0.9,0.5,462.8,20536
Oscar Mercado,CLE,49,210,188,46,10,1,5,25,21,16,41,3,7,2,0.242,0.31,0.391,0.701,0.305,1.2,0.6,0.5,594,16375
Johan Camargo,PHI,36,154,139,36,7,1,6,19,19,12,32,1,0,0,0.256,0.32,0.438,0.757,0.325,-0.2,-0.2,0.5,600.9,14950
Brett Gardner,,75,322,277,63,12,3,8,36,31,37,73,3,4,1,0.226,0.321,0.371,0.691,0.305,-0.3,0.3,0.5,598.6,9927
Jorge Mateo,BAL,99,427,400,94,21,5,10,45,41,19,114,4,15,6,0.236,0.277,0.387,0.664,0.285,-1.2,0.1,0.5,408.9,17273
Dom Nuñez,COL,66,262,227,46,10,2,10,31,31,31,84,2,1,1,0.203,0.301,0.399,0.701,0.301,-0.5,-0.2,0.5,590.8,15055
Aledmys Díaz,HOU,42,182,165,41,9,0,5,20,23,11,33,3,1,0,0.251,0.31,0.406,0.716,0.308,0.1,-0.3,0.5,582.7,15937
Mauricio Dubón,SFG,39,168,154,40,7,1,4,19,17,10,29,1,3,1,0.26,0.31,0.395,0.705,0.304,0.3,-0.2,0.5,596.6,16530
Cooper Hummel,ARI,42,182,153,37,7,2,6,23,20,23,44,3,2,1,0.24,0.349,0.414,0.764,0.334,0.1,-0.2,0.5,999,sa918412
Yoshi Tsutsugo,PIT,123,532,459,105,22,1,20,62,65,62,130,3,1,1,0.229,0.323,0.411,0.734,0.318,-0.1,-0.9,0.5,462.9,27459
Dylan Moore,SEA,55,238,209,44,9,1,8,27,26,22,67,5,12,4,0.209,0.296,0.373,0.669,0.294,0,0.4,0.5,538.3,18042
Diego Castillo,PIT,84,364,329,82,18,1,9,39,35,27,50,3,5,2,0.248,0.309,0.385,0.694,0.302,-0.7,-0.2,0.5,599.6,sa872839
Starlin Castro,,45,196,181,49,10,1,4,20,23,12,35,1,1,1,0.272,0.317,0.407,0.724,0.311,-1,-0.3,0.5,600.3,4579
Alek Thomas,ARI,29,126,114,30,6,2,3,15,14,10,27,1,2,1,0.263,0.326,0.43,0.756,0.326,0.1,-0.2,0.5,576.9,sa3006892
Hanser Alberto,LAD,57,245,232,64,12,1,4,27,26,6,27,3,2,1,0.276,0.301,0.396,0.696,0.3,0,-0.1,0.5,600.5,11902
Clint Frazier,CHC,92,399,349,82,20,1,15,48,47,42,111,5,4,2,0.235,0.324,0.428,0.752,0.326,-1.5,-0.7,0.5,515,15983
Raimel Tapia,TOR,96,413,378,99,22,2,6,52,37,28,72,2,14,4,0.26,0.313,0.381,0.694,0.301,-0.7,1.2,0.5,317.9,14350
Robinson Canó,NYM,113,490,452,117,25,1,14,52,56,29,82,5,1,0,0.259,0.308,0.407,0.715,0.307,-0.8,-1.1,0.5,537.7,3269
Christian Arroyo,BOS,49,210,191,48,11,1,7,25,26,12,49,4,2,0,0.249,0.307,0.421,0.728,0.314,0.9,0.1,0.5,597.6,16434
Kelvin Gutierrez,BAL,81,350,321,77,12,2,8,34,34,23,86,3,3,1,0.24,0.296,0.367,0.663,0.289,0.6,-0.3,0.4,598,17468
Sam Hilliard,COL,105,455,409,93,18,3,21,57,59,39,149,2,10,3,0.227,0.296,0.442,0.738,0.313,1,0.7,0.4,516.8,17954
Jed Lowrie,OAK,109,469,419,101,24,0,12,49,57,43,100,3,0,0,0.241,0.314,0.39,0.704,0.306,-1,-1.3,0.4,586,4418
Cam Gallagher,KCR,24,96,87,21,5,0,2,10,8,7,17,1,0,0,0.247,0.306,0.364,0.67,0.294,0.5,-0.2,0.4,600.3,12981
Cole Tucker,PIT,78,336,298,68,14,3,6,37,30,32,78,2,7,3,0.228,0.307,0.361,0.668,0.293,0.6,0.1,0.4,589,17326
Alex Dickerson,ATL,75,322,290,73,14,2,14,41,44,24,73,6,1,0,0.253,0.322,0.453,0.775,0.331,-0.2,-0.3,0.4,598.8,12649
Andrew Knizner,STL,49,192,172,41,7,0,5,21,20,15,37,3,1,0,0.24,0.31,0.373,0.683,0.298,0.3,0,0.4,598.2,19514
Victor Caratini,SDP,32,128,112,27,5,0,3,14,14,12,29,2,1,0,0.243,0.325,0.376,0.7,0.303,-0.5,-0.1,0.4,588.8,14968
Travis Swaggerty,,34,147,131,32,5,1,4,17,14,13,36,1,4,2,0.243,0.314,0.382,0.696,0.304,0.7,0.1,0.4,598.4,sa3007512
Austin Allen,OAK,19,77,71,18,4,0,3,9,10,4,18,1,0,0,0.247,0.292,0.44,0.733,0.312,0,-0.1,0.4,600,18083
Donovan Solano,CIN,58,252,230,64,13,1,5,27,26,15,47,4,1,0,0.277,0.327,0.406,0.733,0.317,-0.9,-0.3,0.4,596.2,8623
Sergio Alcántara,ARI,55,238,207,47,7,2,4,25,19,26,60,2,3,1,0.228,0.317,0.338,0.655,0.291,1.4,-0.1,0.4,600.4,16417
