"game_pk","officialDate","gameNumber","doubleHeader","away_team_name","home_team_name","VisitorRunsScored","HomeRunsScored","F5_VisitorRunsScored","F5_HomeRunsScored"
662362,"2022-06-17",1,"N","Kansas City Royals","Oakland Athletics",5,1,5,1
663335,"2022-06-17",1,"N","Minnesota Twins","Arizona Diamondbacks",2,7,2,7
662719,"2022-06-17",1,"N","Cleveland Guardians","Los Angeles Dodgers",2,1,1,1
662171,"2022-06-17",1,"N","Los Angeles Angels","Seattle Mariners",1,8,0,7
663239,"2022-06-18",1,"N","Atlanta Braves","Chicago Cubs",3,6,2,4
661748,"2022-06-18",1,"N","New York Yankees","Toronto Blue Jays",4,0,3,0
661123,"2022-06-18",1,"N","San Francisco Giants","Pittsburgh Pirates",7,5,3,4
661127,"2022-06-18",1,"N","Tampa Bay Rays","Baltimore Orioles",7,6,6,5
662368,"2022-06-18",1,"N","Kansas City Royals","Oakland Athletics",2,0,0,0
662194,"2022-06-18",1,"S","Los Angeles Angels","Seattle Mariners",4,2,2,1
662170,"2022-06-18",2,"S","Los Angeles Angels","Seattle Mariners",3,0,1,0
662802,"2022-06-18",1,"N","Texas Rangers","Detroit Tigers",7,14,1,11
662752,"2022-06-18",1,"N","Chicago White Sox","Houston Astros",7,0,7,0
662533,"2022-06-18",1,"N","Miami Marlins","New York Mets",2,3,0,3
663062,"2022-06-18",1,"N","Milwaukee Brewers","Cincinnati Reds",7,3,4,1
662500,"2022-06-18",1,"N","Philadelphia Phillies","Washington Nationals",2,1,0,0
662686,"2022-06-18",1,"N","Cleveland Guardians","Los Angeles Dodgers",1,7,1,5
663255,"2022-06-18",1,"N","St. Louis Cardinals","Boston Red Sox",11,2,4,2
662999,"2022-06-18",1,"N","San Diego Padres","Colorado Rockies",4,5,4,4
663351,"2022-06-18",1,"N","Minnesota Twins","Arizona Diamondbacks",11,1,9,1
662553,"2022-06-19",1,"N","Philadelphia Phillies","Washington Nationals",3,9,3,8
661122,"2022-06-19",1,"N","San Francisco Giants","Pittsburgh Pirates",3,4,2,2
663254,"2022-06-19",1,"N","St. Louis Cardinals","Boston Red Sox",4,6,1,2
661074,"2022-06-19",1,"N","Tampa Bay Rays","Baltimore Orioles",1,2,1,2
661741,"2022-06-19",1,"N","New York Yankees","Toronto Blue Jays",9,10,6,3
662807,"2022-06-19",1,"N","Texas Rangers","Detroit Tigers",3,7,3,5
662532,"2022-06-19",1,"N","Miami Marlins","New York Mets",6,2,0,0
663061,"2022-06-19",1,"N","Milwaukee Brewers","Cincinnati Reds",6,3,3,3
663218,"2022-06-19",1,"N","Atlanta Braves","Chicago Cubs",6,0,6,0
662998,"2022-06-19",1,"N","San Diego Padres","Colorado Rockies",3,8,1,6
662361,"2022-06-19",1,"N","Kansas City Royals","Oakland Athletics",0,4,0,1
662590,"2022-06-19",1,"N","Cleveland Guardians","Los Angeles Dodgers",5,3,1,2
662169,"2022-06-19",1,"N","Los Angeles Angels","Seattle Mariners",4,0,2,0
663334,"2022-06-19",1,"N","Minnesota Twins","Arizona Diamondbacks",1,7,1,3
662751,"2022-06-19",1,"N","Chicago White Sox","Houston Astros",3,4,1,4
662522,"2022-06-20",1,"N","Miami Marlins","New York Mets",0,6,0,4
661121,"2022-06-20",1,"N","Chicago Cubs","Pittsburgh Pirates",1,12,0,7
663253,"2022-06-20",1,"N","Detroit Tigers","Boston Red Sox",2,5,1,5
661893,"2022-06-20",1,"N","New York Yankees","Tampa Bay Rays",4,2,1,0
661143,"2022-06-20",1,"N","San Francisco Giants","Atlanta Braves",1,2,0,1
661482,"2022-06-20",1,"N","Toronto Blue Jays","Chicago White Sox",7,8,2,8
661186,"2022-06-20",1,"N","St. Louis Cardinals","Milwaukee Brewers",0,2,0,2
663443,"2022-06-20",1,"N","Kansas City Royals","Los Angeles Angels",6,2,2,2
662221,"2022-06-20",1,"N","Arizona Diamondbacks","San Diego Padres",1,4,1,4
663041,"2022-06-21",1,"N","Los Angeles Dodgers","Cincinnati Reds",8,2,4,2
661148,"2022-06-21",1,"N","Colorado Rockies","Miami Marlins",8,9,5,8
661198,"2022-06-21",1,"N","Washington Nationals","Baltimore Orioles",3,0,2,0
661124,"2022-06-21",1,"N","Chicago Cubs","Pittsburgh Pirates",1,7,1,6
663246,"2022-06-21",1,"N","Detroit Tigers","Boston Red Sox",4,5,3,4
661890,"2022-06-21",1,"N","New York Yankees","Tampa Bay Rays",4,5,2,5
661142,"2022-06-21",1,"N","San Francisco Giants","Atlanta Braves",12,10,6,7
661677,"2022-06-21",1,"N","Cleveland Guardians","Minnesota Twins",6,5,3,2
661846,"2022-06-21",1,"N","Philadelphia Phillies","Texas Rangers",0,7,0,2
662750,"2022-06-21",1,"N","New York Mets","Houston Astros",2,8,0,7
661481,"2022-06-21",1,"N","Toronto Blue Jays","Chicago White Sox",6,5,0,2
661192,"2022-06-21",1,"N","St. Louis Cardinals","Milwaukee Brewers",6,2,3,2
663442,"2022-06-21",1,"N","Kansas City Royals","Los Angeles Angels",7,5,5,1
662248,"2022-06-21",1,"N","Arizona Diamondbacks","San Diego Padres",2,2,2,1
662360,"2022-06-21",1,"N","Seattle Mariners","Oakland Athletics",7,2,1,0
661481,"2022-06-21",1,"N","Toronto Blue Jays","Chicago White Sox",6,7,0,2
663442,"2022-06-21",1,"N","Kansas City Royals","Los Angeles Angels",12,11,5,1
662248,"2022-06-21",1,"N","Arizona Diamondbacks","San Diego Padres",2,3,2,1
662360,"2022-06-21",1,"N","Seattle Mariners","Oakland Athletics",8,2,1,0
662749,"2022-06-22",1,"N","New York Mets","Houston Astros",3,5,1,5
661457,"2022-06-22",1,"N","Toronto Blue Jays","Chicago White Sox",9,5,7,0
661851,"2022-06-22",1,"N","Philadelphia Phillies","Texas Rangers",2,4,2,4
662245,"2022-06-22",1,"N","Arizona Diamondbacks","San Diego Padres",4,10,1,8
663040,"2022-06-22",1,"N","Los Angeles Dodgers","Cincinnati Reds",8,4,4,4
661393,"2022-06-22",1,"N","Colorado Rockies","Miami Marlins",4,7,1,4
661246,"2022-06-22",1,"N","Washington Nationals","Baltimore Orioles",0,7,0,3
661107,"2022-06-22",1,"N","Chicago Cubs","Pittsburgh Pirates",14,5,10,1
663252,"2022-06-22",1,"N","Detroit Tigers","Boston Red Sox",2,6,2,6
661889,"2022-06-22",1,"N","New York Yankees","Tampa Bay Rays",5,4,1,4
661141,"2022-06-22",1,"N","San Francisco Giants","Atlanta Braves",3,4,2,0
661690,"2022-06-22",1,"N","Cleveland Guardians","Minnesota Twins",11,10,4,6
661230,"2022-06-22",1,"N","St. Louis Cardinals","Milwaukee Brewers",5,4,3,4
662359,"2022-06-22",1,"N","Seattle Mariners","Oakland Athletics",9,0,8,0
663389,"2022-06-22",1,"N","Kansas City Royals","Los Angeles Angels",0,5,0,1
661392,"2022-06-23",1,"N","Colorado Rockies","Miami Marlins",2,3,2,2
661140,"2022-06-23",1,"N","San Francisco Giants","Atlanta Braves",6,7,2,7
663039,"2022-06-23",1,"N","Los Angeles Dodgers","Cincinnati Reds",10,5,6,1
661106,"2022-06-23",1,"N","Chicago Cubs","Pittsburgh Pirates",7,8,2,4
661685,"2022-06-23",1,"N","Cleveland Guardians","Minnesota Twins",0,1,0,1
661183,"2022-06-23",1,"N","St. Louis Cardinals","Milwaukee Brewers",4,6,3,5
662358,"2022-06-23",1,"N","Seattle Mariners","Oakland Athletics",2,1,0,1
661325,"2022-06-23",1,"N","Houston Astros","New York Yankees",6,7,6,3
661456,"2022-06-23",1,"N","Baltimore Orioles","Chicago White Sox",4,0,2,0
662227,"2022-06-23",1,"N","Philadelphia Phillies","San Diego Padres",6,2,1,1
661382,"2022-06-24",1,"N","New York Mets","Miami Marlins",5,3,2,2
661274,"2022-06-24",1,"N","Houston Astros","New York Yankees",3,1,0,0
663054,"2022-06-24",1,"N","Boston Red Sox","Cleveland Guardians",6,3,2,2
661888,"2022-06-24",1,"N","Pittsburgh Pirates","Tampa Bay Rays",3,4,3,3
661139,"2022-06-24",1,"N","Los Angeles Dodgers","Atlanta Braves",4,1,4,0
661844,"2022-06-24",1,"N","Washington Nationals","Texas Rangers",2,1,0,0
662664,"2022-06-24",1,"N","Oakland Athletics","Kansas City Royals",1,3,1,2
661684,"2022-06-24",1,"N","Colorado Rockies","Minnesota Twins",1,0,0,0
661455,"2022-06-24",1,"N","Baltimore Orioles","Chicago White Sox",4,1,3,1
661190,"2022-06-24",1,"N","Toronto Blue Jays","Milwaukee Brewers",9,4,5,1
661971,"2022-06-24",1,"N","Chicago Cubs","St. Louis Cardinals",3,0,3,0
663388,"2022-06-24",1,"N","Seattle Mariners","Los Angeles Angels",4,3,3,1
663333,"2022-06-24",1,"N","Detroit Tigers","Arizona Diamondbacks",5,1,4,1
662255,"2022-06-24",1,"N","Philadelphia Phillies","San Diego Padres",0,1,0,0
662067,"2022-06-24",1,"N","Cincinnati Reds","San Francisco Giants",4,2,3,1
661271,"2022-06-25",1,"N","Houston Astros","New York Yankees",3,0,0,0
661887,"2022-06-25",1,"N","Pittsburgh Pirates","Tampa Bay Rays",5,6,2,3
661454,"2022-06-25",1,"N","Baltimore Orioles","Chicago White Sox",6,2,2,1
661970,"2022-06-25",1,"N","Chicago Cubs","St. Louis Cardinals",3,5,1,2
661898,"2022-06-25",1,"N","Washington Nationals","Texas Rangers",2,3,0,2
662672,"2022-06-25",1,"N","Oakland Athletics","Kansas City Royals",9,7,5,3
661381,"2022-06-25",1,"N","New York Mets","Miami Marlins",5,3,3,3
661264,"2022-06-25",1,"N","Toronto Blue Jays","Milwaukee Brewers",4,5,2,5
663042,"2022-06-25",1,"N","Boston Red Sox","Cleveland Guardians",4,2,0,2
662083,"2022-06-25",1,"N","Cincinnati Reds","San Francisco Giants",2,9,1,6
661686,"2022-06-25",1,"N","Colorado Rockies","Minnesota Twins",0,6,0,4
661138,"2022-06-25",1,"N","Los Angeles Dodgers","Atlanta Braves",3,5,0,3
663441,"2022-06-25",1,"N","Seattle Mariners","Los Angeles Angels",5,3,1,2
663346,"2022-06-25",1,"N","Detroit Tigers","Arizona Diamondbacks",6,3,3,3
662247,"2022-06-25",1,"N","Philadelphia Phillies","San Diego Padres",4,2,3,2
661380,"2022-06-26",1,"N","New York Mets","Miami Marlins",2,3,2,2
661273,"2022-06-26",1,"N","Houston Astros","New York Yankees",3,6,3,0
663121,"2022-06-26",1,"N","Boston Red Sox","Cleveland Guardians",8,3,3,0
661886,"2022-06-26",1,"N","Pittsburgh Pirates","Tampa Bay Rays",2,4,1,1
662665,"2022-06-26",1,"N","Oakland Athletics","Kansas City Royals",5,3,1,0
661692,"2022-06-26",1,"N","Colorado Rockies","Minnesota Twins",3,6,3,5
661453,"2022-06-26",1,"N","Baltimore Orioles","Chicago White Sox",3,4,1,4
661206,"2022-06-26",1,"N","Toronto Blue Jays","Milwaukee Brewers",3,10,3,8
661969,"2022-06-26",1,"N","Chicago Cubs","St. Louis Cardinals",6,5,5,5
661847,"2022-06-26",1,"N","Washington Nationals","Texas Rangers",6,4,6,0
662061,"2022-06-26",1,"N","Cincinnati Reds","San Francisco Giants",10,3,10,1
663387,"2022-06-26",1,"N","Seattle Mariners","Los Angeles Angels",1,2,0,0
663331,"2022-06-26",1,"N","Detroit Tigers","Arizona Diamondbacks",7,11,6,6
662254,"2022-06-26",1,"N","Philadelphia Phillies","San Diego Padres",8,5,3,5
661512,"2022-06-26",1,"N","Los Angeles Dodgers","Atlanta Braves",5,3,0,0
662487,"2022-06-27",1,"N","Pittsburgh Pirates","Washington Nationals",2,3,2,0
661275,"2022-06-27",1,"N","Oakland Athletics","New York Yankees",5,9,5,3
661740,"2022-06-27",1,"N","Boston Red Sox","Toronto Blue Jays",2,7,0,7
663016,"2022-06-27",1,"N","Minnesota Twins","Cleveland Guardians",11,1,5,0
661968,"2022-06-27",1,"N","Miami Marlins","St. Louis Cardinals",0,9,0,5
662681,"2022-06-27",1,"N","Texas Rangers","Kansas City Royals",10,4,7,4
662912,"2022-06-27",1,"N","Los Angeles Dodgers","Colorado Rockies",0,4,0,2
663440,"2022-06-27",1,"N","Chicago White Sox","Los Angeles Angels",3,4,0,2
662168,"2022-06-27",1,"N","Baltimore Orioles","Seattle Mariners",9,2,7,1
663045,"2022-06-28",1,"S","Minnesota Twins","Cleveland Guardians",2,3,0,1
663033,"2022-06-28",2,"S","Minnesota Twins","Cleveland Guardians",6,0,4,0
662484,"2022-06-28",1,"N","Pittsburgh Pirates","Washington Nationals",1,3,0,1
661580,"2022-06-28",1,"N","Atlanta Braves","Philadelphia Phillies",5,3,3,1
661272,"2022-06-28",1,"N","Oakland Athletics","New York Yankees",1,2,0,2
661728,"2022-06-28",1,"N","Boston Red Sox","Toronto Blue Jays",5,6,2,4
662521,"2022-06-28",1,"N","Houston Astros","New York Mets",9,1,9,0
661885,"2022-06-28",1,"N","Milwaukee Brewers","Tampa Bay Rays",5,3,0,1
661967,"2022-06-28",1,"N","Miami Marlins","St. Louis Cardinals",3,5,3,5
663231,"2022-06-28",1,"N","Cincinnati Reds","Chicago Cubs",5,3,0,0
662615,"2022-06-28",1,"N","Texas Rangers","Kansas City Royals",8,3,7,1
662911,"2022-06-28",1,"N","Los Angeles Dodgers","Colorado Rockies",4,7,2,6
663392,"2022-06-28",1,"N","Chicago White Sox","Los Angeles Angels",11,4,5,3
663344,"2022-06-28",1,"N","San Diego Padres","Arizona Diamondbacks",6,7,6,0
662060,"2022-06-28",1,"N","Detroit Tigers","San Francisco Giants",3,4,0,4
662186,"2022-06-28",1,"N","Baltimore Orioles","Seattle Mariners",0,2,0,0
661879,"2022-06-29",1,"N","Milwaukee Brewers","Tampa Bay Rays",5,3,3,3
662493,"2022-06-29",1,"N","Pittsburgh Pirates","Washington Nationals",8,7,4,6
661263,"2022-06-29",1,"N","Oakland Athletics","New York Yankees",3,5,3,5
662440,"2022-06-29",1,"N","Houston Astros","New York Mets",2,0,0,0
662675,"2022-06-29",1,"N","Texas Rangers","Kansas City Royals",1,2,1,2
663325,"2022-06-29",1,"N","San Diego Padres","Arizona Diamondbacks",4,0,1,0
662080,"2022-06-29",1,"N","Detroit Tigers","San Francisco Giants",3,2,1,1
662151,"2022-06-29",1,"N","Baltimore Orioles","Seattle Mariners",3,9,3,9
661584,"2022-06-29",1,"N","Atlanta Braves","Philadelphia Phillies",4,1,2,1
661727,"2022-06-29",1,"N","Boston Red Sox","Toronto Blue Jays",6,5,1,2
663030,"2022-06-29",1,"N","Minnesota Twins","Cleveland Guardians",6,7,0,3
661134,"2022-06-29",1,"N","Miami Marlins","St. Louis Cardinals",4,3,2,3
663215,"2022-06-29",1,"N","Cincinnati Reds","Chicago Cubs",3,8,0,5
662894,"2022-06-29",1,"N","Los Angeles Dodgers","Colorado Rockies",8,4,7,1
663396,"2022-06-29",1,"N","Chicago White Sox","Los Angeles Angels",1,4,0,2
662983,"2022-06-30",1,"N","Minnesota Twins","Cleveland Guardians",3,5,3,1
661579,"2022-06-30",1,"N","Atlanta Braves","Philadelphia Phillies",4,14,3,12
662788,"2022-06-30",1,"N","New York Yankees","Houston Astros",1,2,0,2
661105,"2022-06-30",1,"N","Milwaukee Brewers","Pittsburgh Pirates",7,8,3,5
661726,"2022-06-30",1,"N","Tampa Bay Rays","Toronto Blue Jays",1,4,1,2
663199,"2022-06-30",1,"N","Cincinnati Reds","Chicago Cubs",7,15,1,7
662733,"2022-06-30",1,"N","San Diego Padres","Los Angeles Dodgers",1,3,1,1
662150,"2022-06-30",1,"N","Oakland Athletics","Seattle Mariners",6,8,4,8
663185,"2022-07-01",1,"N","Boston Red Sox","Chicago Cubs",5,6,4,3
661725,"2022-07-01",1,"N","Tampa Bay Rays","Toronto Blue Jays",2,9,2,5
661582,"2022-07-01",1,"N","St. Louis Cardinals","Philadelphia Phillies",3,5,3,3
662492,"2022-07-01",1,"N","Miami Marlins","Washington Nationals",6,3,4,1
663038,"2022-07-01",1,"N","Atlanta Braves","Cincinnati Reds",9,1,2,1
661104,"2022-07-01",1,"N","Milwaukee Brewers","Pittsburgh Pirates",19,2,9,0
662834,"2022-07-01",1,"N","Kansas City Royals","Detroit Tigers",3,1,3,0
662439,"2022-07-01",1,"N","Texas Rangers","New York Mets",3,4,2,4
662997,"2022-07-01",1,"N","Arizona Diamondbacks","Colorado Rockies",9,3,3,1
662748,"2022-07-01",1,"N","Los Angeles Angels","Houston Astros",1,8,1,8
661691,"2022-07-01",1,"N","Baltimore Orioles","Minnesota Twins",2,3,1,1
662609,"2022-07-01",1,"N","San Diego Padres","Los Angeles Dodgers",1,5,1,1
662149,"2022-07-01",1,"N","Oakland Athletics","Seattle Mariners",3,1,1,0
662079,"2022-07-01",1,"N","Chicago White Sox","San Francisco Giants",1,0,0,0
661724,"2022-07-02",1,"S","Tampa Bay Rays","Toronto Blue Jays",6,2,4,1
661836,"2022-07-02",2,"S","Tampa Bay Rays","Toronto Blue Jays",11,5,10,2
662964,"2022-07-02",1,"S","New York Yankees","Cleveland Guardians",13,4,4,2
662954,"2022-07-02",2,"S","New York Yankees","Cleveland Guardians",6,1,2,1
661683,"2022-07-02",1,"N","Baltimore Orioles","Minnesota Twins",3,4,3,0
661581,"2022-07-02",1,"N","St. Louis Cardinals","Philadelphia Phillies",7,6,6,5
662101,"2022-07-02",1,"N","Chicago White Sox","San Francisco Giants",5,3,3,1
662482,"2022-07-02",1,"N","Miami Marlins","Washington Nationals",5,3,4,2
661103,"2022-07-02",1,"N","Milwaukee Brewers","Pittsburgh Pirates",4,7,2,7
662890,"2022-07-02",1,"N","Los Angeles Angels","Houston Astros",1,9,1,5
662904,"2022-07-02",1,"N","Kansas City Royals","Detroit Tigers",3,4,3,2
662163,"2022-07-02",1,"N","Oakland Athletics","Seattle Mariners",1,2,1,0
662456,"2022-07-02",1,"N","Texas Rangers","New York Mets",7,3,5,3
663037,"2022-07-02",1,"N","Atlanta Braves","Cincinnati Reds",4,1,2,1
663198,"2022-07-02",1,"N","Boston Red Sox","Chicago Cubs",1,3,0,2
662718,"2022-07-02",1,"N","San Diego Padres","Los Angeles Dodgers",2,7,0,5
662910,"2022-07-02",1,"N","Arizona Diamondbacks","Colorado Rockies",7,11,2,7
662794,"2022-07-03",1,"N","Kansas City Royals","Detroit Tigers",7,4,5,2
662486,"2022-07-03",1,"N","Miami Marlins","Washington Nationals",7,4,2,0
661102,"2022-07-03",1,"N","Milwaukee Brewers","Pittsburgh Pirates",2,0,2,0
661723,"2022-07-03",1,"N","Tampa Bay Rays","Toronto Blue Jays",7,3,7,1
662509,"2022-07-03",1,"N","Texas Rangers","New York Mets",1,4,1,4
663052,"2022-07-03",1,"N","Atlanta Braves","Cincinnati Reds",3,4,1,0
662957,"2022-07-03",1,"N","New York Yankees","Cleveland Guardians",0,2,0,1
662889,"2022-07-03",1,"N","Los Angeles Angels","Houston Astros",2,4,2,2
661689,"2022-07-03",1,"N","Baltimore Orioles","Minnesota Twins",3,1,1,0
663186,"2022-07-03",1,"N","Boston Red Sox","Chicago Cubs",4,2,2,1
662913,"2022-07-03",1,"N","Arizona Diamondbacks","Colorado Rockies",5,6,5,0
662099,"2022-07-03",1,"N","Chicago White Sox","San Francisco Giants",13,4,6,0
662684,"2022-07-03",1,"N","San Diego Padres","Los Angeles Dodgers",4,2,0,1
662162,"2022-07-03",1,"N","Oakland Athletics","Seattle Mariners",1,2,0,1
661630,"2022-07-03",1,"N","St. Louis Cardinals","Philadelphia Phillies",0,4,0,1
662541,"2022-07-04",1,"N","Miami Marlins","Washington Nationals",3,2,1,0
661073,"2022-07-04",1,"N","Texas Rangers","Baltimore Orioles",6,7,5,3
662906,"2022-07-04",1,"S","Cleveland Guardians","Detroit Tigers",1,4,1,2
662841,"2022-07-04",2,"S","Cleveland Guardians","Detroit Tigers",3,5,3,3
663251,"2022-07-04",1,"N","Tampa Bay Rays","Boston Red Sox",0,4,0,2
662874,"2022-07-04",1,"N","Kansas City Royals","Houston Astros",6,7,5,2
661181,"2022-07-04",1,"N","Chicago Cubs","Milwaukee Brewers",2,5,1,0
663343,"2022-07-04",1,"N","San Francisco Giants","Arizona Diamondbacks",3,8,3,4
663036,"2022-07-04",1,"N","New York Mets","Cincinnati Reds",7,4,4,3
662270,"2022-07-04",1,"N","Seattle Mariners","San Diego Padres",8,2,4,0
661511,"2022-07-04",1,"N","St. Louis Cardinals","Atlanta Braves",3,6,1,6
661452,"2022-07-04",1,"N","Minnesota Twins","Chicago White Sox",6,3,2,1
662355,"2022-07-04",1,"N","Toronto Blue Jays","Oakland Athletics",1,5,1,4
662732,"2022-07-04",1,"N","Colorado Rockies","Los Angeles Dodgers",3,5,1,4
662226,"2022-07-05",1,"N","Seattle Mariners","San Diego Padres",6,2,4,1
663035,"2022-07-05",1,"N","New York Mets","Cincinnati Reds",0,1,0,0
661379,"2022-07-05",1,"N","Los Angeles Angels","Miami Marlins",1,2,0,2
661244,"2022-07-05",1,"N","Texas Rangers","Baltimore Orioles",9,10,3,4
661578,"2022-07-05",1,"N","Washington Nationals","Philadelphia Phillies",0,11,0,6
662329,"2022-07-05",1,"N","New York Yankees","Pittsburgh Pirates",2,5,1,4
662905,"2022-07-05",1,"N","Cleveland Guardians","Detroit Tigers",4,11,2,8
663245,"2022-07-05",1,"N","Tampa Bay Rays","Boston Red Sox",8,4,3,3
661510,"2022-07-05",1,"N","St. Louis Cardinals","Atlanta Braves",1,7,1,7
662847,"2022-07-05",1,"N","Kansas City Royals","Houston Astros",7,9,4,6
661426,"2022-07-05",1,"N","Minnesota Twins","Chicago White Sox",8,2,6,2
661187,"2022-07-05",1,"N","Chicago Cubs","Milwaukee Brewers",8,3,4,2
663320,"2022-07-05",1,"N","San Francisco Giants","Arizona Diamondbacks",2,6,1,1
662354,"2022-07-05",1,"N","Toronto Blue Jays","Oakland Athletics",3,5,3,5
662731,"2022-07-05",1,"N","Colorado Rockies","Los Angeles Dodgers",2,5,1,4
662814,"2022-07-06",1,"N","Cleveland Guardians","Detroit Tigers",2,8,2,5
661413,"2022-07-06",1,"N","Minnesota Twins","Chicago White Sox",8,9,5,5
661225,"2022-07-06",1,"N","Chicago Cubs","Milwaukee Brewers",2,1,0,1
662353,"2022-07-06",1,"N","Toronto Blue Jays","Oakland Athletics",2,1,0,0
663051,"2022-07-06",1,"N","New York Mets","Cincinnati Reds",8,3,2,3
661378,"2022-07-06",1,"N","Los Angeles Angels","Miami Marlins",5,2,3,1
661245,"2022-07-06",1,"N","Texas Rangers","Baltimore Orioles",1,2,1,2
661564,"2022-07-06",1,"N","Washington Nationals","Philadelphia Phillies",3,2,1,1
662328,"2022-07-06",1,"N","New York Yankees","Pittsburgh Pirates",16,0,2,0
663244,"2022-07-06",1,"N","Tampa Bay Rays","Boston Red Sox",7,1,4,0
661509,"2022-07-06",1,"N","St. Louis Cardinals","Atlanta Braves",0,3,0,2
662747,"2022-07-06",1,"N","Kansas City Royals","Houston Astros",7,4,5,3
663318,"2022-07-06",1,"N","San Francisco Giants","Arizona Diamondbacks",7,5,2,4
662630,"2022-07-06",1,"N","Colorado Rockies","Los Angeles Dodgers",1,2,0,0
662746,"2022-07-07",1,"N","Kansas City Royals","Houston Astros",2,5,2,3
663071,"2022-07-07",1,"S","Pittsburgh Pirates","Cincinnati Reds",4,2,1,1
663140,"2022-07-07",2,"S","Pittsburgh Pirates","Cincinnati Reds",1,5,1,0
661566,"2022-07-07",1,"N","Washington Nationals","Philadelphia Phillies",3,5,2,4
661091,"2022-07-07",1,"N","Los Angeles Angels","Baltimore Orioles",1,4,0,4
662508,"2022-07-07",1,"N","Miami Marlins","New York Mets",0,10,0,10
663233,"2022-07-07",1,"N","New York Yankees","Boston Red Sox",6,5,6,5
661521,"2022-07-07",1,"N","St. Louis Cardinals","Atlanta Braves",3,2,0,0
661425,"2022-07-07",1,"N","Detroit Tigers","Chicago White Sox",2,1,1,0
663317,"2022-07-07",1,"N","Colorado Rockies","Arizona Diamondbacks",4,3,3,3
662253,"2022-07-07",1,"N","San Francisco Giants","San Diego Padres",1,2,0,1
662730,"2022-07-07",1,"N","Chicago Cubs","Los Angeles Dodgers",3,5,2,4
662156,"2022-07-07",1,"N","Toronto Blue Jays","Seattle Mariners",3,8,3,8
663053,"2022-07-08",1,"N","Tampa Bay Rays","Cincinnati Reds",1,2,1,1
661108,"2022-07-08",1,"N","Los Angeles Angels","Baltimore Orioles",4,5,3,0
662498,"2022-07-08",1,"N","Miami Marlins","New York Mets",5,2,2,1
663202,"2022-07-08",1,"N","New York Yankees","Boston Red Sox",12,5,9,4
661522,"2022-07-08",1,"N","Washington Nationals","Atlanta Braves",2,12,2,8
661843,"2022-07-08",1,"N","Minnesota Twins","Texas Rangers",5,6,3,6
662614,"2022-07-08",1,"N","Cleveland Guardians","Kansas City Royals",3,4,1,1
661412,"2022-07-08",1,"N","Detroit Tigers","Chicago White Sox",7,5,0,2
661177,"2022-07-08",1,"N","Pittsburgh Pirates","Milwaukee Brewers",3,4,2,3
661136,"2022-07-08",1,"N","Philadelphia Phillies","St. Louis Cardinals",2,0,0,0
663319,"2022-07-08",1,"N","Colorado Rockies","Arizona Diamondbacks",6,5,4,4
662352,"2022-07-08",1,"N","Houston Astros","Oakland Athletics",8,3,6,2
662225,"2022-07-08",1,"N","San Francisco Giants","San Diego Padres",3,6,1,3
662610,"2022-07-08",1,"N","Chicago Cubs","Los Angeles Dodgers",3,4,1,0
662155,"2022-07-08",1,"N","Toronto Blue Jays","Seattle Mariners",2,5,2,2
661411,"2022-07-09",1,"N","Detroit Tigers","Chicago White Sox",0,8,0,6
661137,"2022-07-09",1,"N","Philadelphia Phillies","St. Louis Cardinals",1,0,0,0
661071,"2022-07-09",1,"N","Los Angeles Angels","Baltimore Orioles",0,1,0,1
661842,"2022-07-09",1,"N","Minnesota Twins","Texas Rangers",7,9,6,7
662351,"2022-07-09",1,"N","Houston Astros","Oakland Athletics",2,3,2,3
663310,"2022-07-09",1,"N","Colorado Rockies","Arizona Diamondbacks",2,9,2,3
662663,"2022-07-09",1,"N","Cleveland Guardians","Kansas City Royals",13,1,11,0
663092,"2022-07-09",1,"N","Tampa Bay Rays","Cincinnati Reds",4,5,1,0
661508,"2022-07-09",1,"N","Washington Nationals","Atlanta Braves",3,4,1,4
662497,"2022-07-09",1,"N","Miami Marlins","New York Mets",4,5,0,1
661224,"2022-07-09",1,"N","Pittsburgh Pirates","Milwaukee Brewers",4,3,0,2
662266,"2022-07-09",1,"N","San Francisco Giants","San Diego Padres",3,1,1,1
663223,"2022-07-09",1,"N","New York Yankees","Boston Red Sox",5,6,1,1
662683,"2022-07-09",1,"N","Chicago Cubs","Los Angeles Dodgers",2,4,1,0
662147,"2022-07-09",1,"N","Toronto Blue Jays","Seattle Mariners",1,2,0,0
661092,"2022-07-10",1,"N","Los Angeles Angels","Baltimore Orioles",5,9,2,8
661520,"2022-07-10",1,"N","Washington Nationals","Atlanta Braves",3,4,0,2
663048,"2022-07-10",1,"N","Tampa Bay Rays","Cincinnati Reds",5,10,3,10
662496,"2022-07-10",1,"N","Miami Marlins","New York Mets",2,0,0,0
662662,"2022-07-10",1,"N","Cleveland Guardians","Kansas City Royals",1,5,0,4
661410,"2022-07-10",1,"N","Detroit Tigers","Chicago White Sox",2,4,2,1
661178,"2022-07-10",1,"N","Pittsburgh Pirates","Milwaukee Brewers",8,6,3,4
661135,"2022-07-10",1,"N","Philadelphia Phillies","St. Louis Cardinals",3,4,3,1
661808,"2022-07-10",1,"N","Minnesota Twins","Texas Rangers",6,5,4,4
662215,"2022-07-10",1,"N","Houston Astros","Oakland Athletics",6,1,2,0
663307,"2022-07-10",1,"N","Colorado Rockies","Arizona Diamondbacks",3,2,0,1
