"Name","Team","G","GS","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","Start.IP","Relief.IP","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date","url"
"Dany Jimenez","OAK",7,0,6.2,0.133,0.2,2.7,0.111,0.833,0.35,0.1,0.55,0.182,90.2,1.5,5.4,8.72,7.39,7.04,-0.4,NA,6.2,0.188,0.4,0.062,0.346,0.1,0.4,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Rich Hill","PIT",4,4,21,0.169,0.067,3,0.246,0.824,0.338,0.191,0.471,0.219,88.8,1.33,5.57,7.08,5.12,4.96,-0.3,21,NA,0.272,0.596,0.063,0.42,0.176,0.353,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Kevin Kelly","TBR",5,0,9.2,0.209,0.047,0,0.333,0.571,0.367,0.267,0.367,0,84,1.24,5.59,2.7,4.47,3.71,0.2,NA,9.2,0.324,0.558,0.105,0.37,0.033,0.267,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Nick Martinez","SDP",3,3,17.2,0.141,0.128,2.04,0.208,0.722,0.561,0.175,0.263,0.267,86.1,1.42,5.6,6.72,5.09,5.5,-0.2,17.2,NA,0.316,0.667,0.119,0.398,0.123,0.281,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Noah Syndergaard","LAD",3,3,16,0.243,0.029,1.69,0.326,0.674,0.367,0.286,0.347,0.176,86.8,1.25,5.63,4.38,3.6,3.5,0.2,16,NA,0.351,0.686,0.123,0.459,0.082,0.347,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Ronel Blanco","HOU",6,0,8,0.3,0.125,1.13,0.381,0.515,0.182,0.273,0.545,0.083,90.1,1.75,5.63,4.19,4.91,3.86,0,NA,8,0.349,0.6,0.211,0.303,0.136,0.318,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Dinelson Lamet","COL",8,0,8,0.27,0.189,0,0.4,0.6,0.55,0.25,0.2,0,89.8,1.88,5.63,3.44,4.22,4.76,0.1,NA,8,0.228,0.459,0.116,0.37,0.1,0.45,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Andrew Bellatti","PHI",9,0,8,0.27,0.108,1.13,0.364,0.69,0.348,0.261,0.391,0.111,89.7,1.63,5.63,3.94,4.07,3.74,0.1,NA,8,0.269,0.514,0.143,0.396,0.043,0.348,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Jake Woodford","STL",3,3,14.1,0.169,0.077,2.51,0.372,0.841,0.511,0.213,0.277,0.308,94.2,1.74,5.65,6.88,4.66,4.58,-0.2,14.1,NA,0.216,0.585,0.072,0.384,0.106,0.596,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Cal Quantrill","CLE",3,3,15.2,0.12,0.067,1.15,0.322,0.647,0.417,0.15,0.433,0.077,88.3,1.66,5.74,4.79,5.71,5.45,0.1,15.2,NA,0.265,0.587,0.059,0.42,0.066,0.361,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Zach Davies","ARI",2,2,9.1,0.167,0.143,1.93,0.259,0.738,0.429,0.214,0.357,0.2,92.6,1.61,5.79,6.53,5.42,5.78,-0.1,9.1,NA,0.205,0.571,0.077,0.337,0.069,0.448,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Carlos Vargas","ARI",5,0,4.2,0.318,0.182,3.86,0.375,0.972,0.4,0.3,0.3,0.667,95.4,1.93,5.79,9.11,4.54,4.3,-0.1,NA,4.2,0.209,0.545,0.108,0.469,0.2,0.6,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Sandy Alcantara","MIA",4,4,24.2,0.198,0.059,0.73,0.288,0.458,0.405,0.257,0.338,0.08,90.1,1.18,5.84,3.48,4.01,4.28,0.5,24.2,NA,0.325,0.594,0.137,0.428,0.053,0.373,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Luis Garcia","SDP",8,0,7.2,0.194,0.139,0,0.292,0.5,0.522,0.174,0.304,0,85.9,1.57,5.87,3.45,4.87,4.86,0.1,NA,7.2,0.282,0.472,0.148,0.401,0.042,0.292,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Buck Farmer","CIN",8,0,7.2,0.188,0.125,1.17,0.19,0.526,0.381,0.143,0.476,0.1,90.3,1.17,5.87,5.01,5.35,5,0,NA,7.2,0.288,0.563,0.098,0.389,0,0.364,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Tim Herrin","CLE",7,0,7.2,0.367,0.1,2.35,0.214,0.577,0.438,0.188,0.375,0.333,92.8,1.04,5.87,5.01,2.84,2.64,-0.1,NA,7.2,0.324,0.6,0.117,0.456,0.125,0.688,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Aaron Nola","PHI",4,4,21.1,0.204,0.065,0.84,0.348,0.567,0.338,0.25,0.412,0.071,89.5,1.45,5.91,3.6,4.43,4.39,0.5,21.1,NA,0.343,0.613,0.104,0.437,0.074,0.338,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Josh Taylor","KCR",2,0,3,0.273,0.091,3,0,0,0.429,0.143,0.429,0.333,81.3,0.67,6,6.65,3.88,3.48,0,NA,3,0.227,0.636,0.1,0.45,0.143,0.286,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Blake Snell","SDP",4,4,18,0.244,0.151,2,0.354,0.739,0.346,0.288,0.365,0.211,91.2,1.89,6,6.04,4.8,5,-0.1,18,NA,0.287,0.488,0.138,0.343,0.096,0.462,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Roansy Contreras","PIT",3,3,15,0.159,0.116,0,0.367,0.63,0.417,0.271,0.313,0,89.7,1.73,6,3.65,5.21,5.44,0.3,15,NA,0.295,0.536,0.089,0.371,0.061,0.367,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Yency Almonte","LAD",7,0,6,0.067,0.1,0,0.375,0.692,0.542,0.208,0.25,0,87.4,2,6,4.65,6.21,5.62,0,NA,6,0.277,0.567,0.061,0.43,0,0.167,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Michael Wacha","SDP",3,3,16.1,0.214,0.071,1.65,0.34,0.657,0.36,0.18,0.46,0.13,89.5,1.47,6.06,4.79,4.59,4.37,0.2,16.1,NA,0.341,0.586,0.118,0.395,0.16,0.4,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"David Peterson","NYM",4,4,20.2,0.239,0.087,2.18,0.368,0.741,0.517,0.217,0.267,0.313,87.8,1.65,6.1,5.5,3.56,3.94,0,20.2,NA,0.324,0.587,0.122,0.39,0.081,0.355,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Josh Fleming","TBR",3,1,10.1,0.167,0.104,0,0.4,0.632,0.6,0.286,0.114,0,87.6,1.84,6.1,3.22,3.83,4.06,0.2,3,7.1,0.347,0.583,0.075,0.346,0.029,0.429,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Ty Blach","COL",3,0,7.1,0.029,0.057,0,0.375,0.429,0.594,0.219,0.188,0,90,1.91,6.14,3.86,5.14,4.89,0,NA,7.1,0.286,0.571,0.034,0.462,0.063,0.469,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Dean Kremer","BAL",4,4,19,0.169,0.072,2.37,0.268,0.714,0.377,0.197,0.426,0.192,89.4,1.37,6.16,6.53,5.24,4.9,-0.2,19,NA,0.299,0.687,0.106,0.43,0.115,0.393,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Cole Sulser","ARI",3,0,4.1,0.222,0.167,4.15,0.111,0.938,0.364,0.182,0.455,0.4,90,1.38,6.23,9.55,5.35,5.17,-0.2,NA,4.1,0.24,0.5,0.153,0.306,0.182,0.455,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Kyle Wright","ATL",2,2,8.2,0.209,0.163,0,0.32,0.647,0.708,0.167,0.125,0,90.2,1.73,6.23,4.36,4.9,4.92,0.1,8.2,NA,0.35,0.581,0.112,0.394,0.08,0.36,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Reynaldo Lopez","CHW",9,0,8.2,0.385,0.128,2.08,0.412,0.714,0.421,0.105,0.474,0.222,89.7,1.62,6.23,4.59,3.21,2.84,0,NA,8.2,0.351,0.692,0.165,0.369,0.158,0.579,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Aaron Loup","LAA",6,0,4.1,0.13,0.087,0,0.313,0.444,0.375,0.188,0.438,0,85.7,1.62,6.23,4.7,7.22,5.23,0,NA,4.1,0.244,0.565,0.093,0.518,0,0.188,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Patrick Corbin","WSN",4,4,20,0.135,0.063,1.35,0.351,0.552,0.513,0.224,0.263,0.15,90.2,1.75,6.3,4.87,4.48,4.72,0.2,20,NA,0.327,0.542,0.098,0.443,0.078,0.442,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Michael Kopech","CHW",3,3,15.2,0.197,0.141,4.02,0.225,0.926,0.348,0.174,0.478,0.318,93.6,1.66,6.32,9.26,5.63,5.5,-0.5,15.2,NA,0.315,0.592,0.099,0.421,0.298,0.574,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Scott Barlow","KCR",6,0,5.2,0.24,0.16,1.59,0.286,0.526,0.467,0.133,0.4,0.167,85.7,1.59,6.35,5.61,4.97,4.79,-0.1,NA,5.2,0.274,0.44,0.079,0.38,0.2,0.467,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Joey Wentz","DET",3,3,12.2,0.185,0.111,1.42,0.25,0.563,0.342,0.132,0.526,0.1,90,1.34,6.39,5.21,5.62,5.33,0,12.2,NA,0.296,0.63,0.108,0.413,0.053,0.421,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Craig Kimbrel","PHI",8,0,7,0.258,0.194,1.29,0.375,0.69,0.412,0.176,0.412,0.143,91.4,1.86,6.43,5.46,5.16,5.16,0,NA,7,0.206,0.742,0.081,0.447,0.118,0.471,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Kevin Ginkel","ARI",8,0,7,0.226,0.097,1.29,0.35,0.625,0.524,0.048,0.429,0.111,91.5,1.57,6.43,4.46,4.61,4.02,0,NA,7,0.315,0.548,0.136,0.376,0.095,0.476,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Steven Matz","STL",3,3,16.2,0.224,0.105,1.62,0.396,0.698,0.51,0.275,0.216,0.273,91.3,1.8,6.48,5.06,3.75,4.26,0,16.2,NA,0.287,0.526,0.118,0.42,0.078,0.49,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Jake Bird","COL",8,0,9.2,0.261,0.087,0.93,0.37,0.449,0.607,0.071,0.321,0.111,88.4,1.55,6.52,4.04,4.15,3.32,0.1,NA,9.2,0.247,0.587,0.088,0.456,0.071,0.464,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Seth Martinez","HOU",7,0,8,0.158,0.026,2.25,0.379,0.714,0.387,0.226,0.387,0.167,86.9,1.75,6.75,5.44,4.53,4.14,0,NA,8,0.268,0.658,0.092,0.5,0.161,0.419,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Tyler Anderson","LAA",3,3,14.2,0.147,0.118,3.07,0.318,0.81,0.375,0.125,0.5,0.208,87,1.84,6.75,8.23,6.35,5.84,-0.3,14.2,NA,0.279,0.603,0.095,0.412,0.122,0.367,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
