"Name","Team","G","GS","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","Start.IP","Relief.IP","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date","url"
"Jhony Brito","NYY",3,3,10.2,0.174,0.087,0.84,0.303,0.515,0.485,0.152,0.364,0.083,90.1,1.41,6.75,4.16,4.7,4.84,0.2,10.2,NA,0.352,0.522,0.119,0.366,0.147,0.382,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Diego Castillo","SEA",7,0,6.2,0.118,0.206,1.35,0.238,0.714,0.545,0.045,0.409,0.111,87.2,1.95,6.75,7.67,7.82,7.09,-0.2,NA,6.2,0.288,0.588,0.087,0.42,0.045,0.273,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Yimi Garcia","TOR",8,0,8,0.294,0.059,2.25,0.3,0.556,0.429,0.286,0.286,0.333,93,1.25,6.75,4.82,2.74,2.81,-0.1,NA,8,0.265,0.647,0.146,0.424,0.136,0.545,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Joe Mantiply","ARI",1,0,1.1,0.2,0,6.75,0,1,0.25,0.25,0.5,0.5,103.5,0.75,6.75,11.57,4.16,3.85,-0.1,NA,1.1,0.4,0.8,0.059,0.412,0.25,0.75,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Grayson Rodriguez","BAL",3,3,14.1,0.292,0.108,1.26,0.378,0.594,0.436,0.308,0.256,0.2,89.5,1.6,6.91,3.95,3.22,3.76,0.2,14.1,NA,0.371,0.585,0.131,0.422,0.077,0.436,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Zach Plesac","CLE",3,3,13,0.133,0.033,1.38,0.354,0.495,0.56,0.2,0.24,0.167,92.6,1.62,6.92,4.55,3.99,4.16,0.1,13,NA,0.383,0.533,0.115,0.426,0.08,0.48,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Corey Kluber","BOS",3,3,13,0.228,0.105,2.77,0.265,0.672,0.237,0.211,0.553,0.19,91.9,1.46,6.92,6.7,5.22,4.89,-0.1,13,NA,0.378,0.632,0.13,0.336,0.132,0.5,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Alek Manoah","TOR",4,4,19.1,0.165,0.155,1.86,0.317,0.727,0.349,0.222,0.429,0.148,89.6,1.97,6.98,6.99,6.48,6.08,-0.3,19.1,NA,0.292,0.557,0.1,0.384,0.109,0.438,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Sean Hjelle","SFG",5,0,7.2,0.297,0.108,1.17,0.381,0.345,0.5,0.273,0.227,0.2,88.9,1.7,7.04,3.71,3.03,3.26,0.1,NA,7.2,0.256,0.649,0.124,0.466,0.136,0.455,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Jeurys Familia","OAK",8,0,7.2,0.083,0.167,1.17,0.192,0.377,0.538,0.115,0.346,0.111,89.5,1.57,7.04,6.58,6.71,6.75,-0.2,NA,7.2,0.259,0.528,0.11,0.375,0.037,0.296,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Dennis Santana","NYM",7,0,7.2,0.286,0.143,2.35,0.278,0.652,0.3,0.2,0.5,0.2,87,1.57,7.04,6.06,4.7,4.12,-0.1,NA,7.2,0.333,0.8,0.13,0.333,0.15,0.35,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Ryan Pressly","HOU",7,0,6.1,0.28,0.04,1.42,0.25,0.217,0.529,0.176,0.294,0.2,90.2,0.95,7.11,3.64,2.81,2.62,0.1,NA,6.1,0.321,0.68,0.152,0.429,0.059,0.353,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Jeff Lindgren","MIA",1,0,5,0,0.143,0,0.222,0.429,0.167,0.167,0.667,0,91.7,1.4,7.2,5.12,8.86,9.5,0,NA,5,0.212,0.286,0.05,0.35,0.111,0.5,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Logan Gillaspie","BAL",8,0,5,0.192,0.115,1.8,0.438,0.66,0.412,0.353,0.235,0.25,93.8,2.2,7.2,6.32,4.97,4.58,-0.1,NA,5,0.268,0.654,0.086,0.467,0.059,0.588,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Kyle Muller","OAK",4,4,18.2,0.151,0.097,0.96,0.388,0.653,0.5,0.235,0.265,0.111,91.3,1.98,7.23,4.82,4.93,5.06,0.1,18.2,NA,0.283,0.527,0.082,0.416,0.087,0.464,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Ross Stripling","SFG",4,1,12.1,0.236,0.073,4.38,0.258,0.849,0.378,0.27,0.351,0.462,92,1.46,7.3,8.75,4.07,3.81,-0.4,5,7.1,0.311,0.636,0.123,0.373,0.216,0.405,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Anthony Bass","TOR",8,0,7.1,0.194,0.111,1.23,0.417,0.662,0.32,0.36,0.32,0.125,90.9,2.05,7.36,4.82,4.75,4.65,0,NA,7.1,0.278,0.778,0.111,0.424,0.04,0.52,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Tyler Alexander","DET",4,0,9.2,0.225,0,2.79,0.321,0.513,0.258,0.258,0.484,0.2,90.2,1.24,7.45,5.49,3.87,3.46,-0.1,NA,9.2,0.34,0.75,0.043,0.427,0.097,0.484,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Scott McGough","ARI",8,0,6,0.259,0.111,4.5,0.214,0.833,0.529,0.176,0.294,0.6,90.7,1.5,7.5,8.99,3.78,3.71,-0.4,NA,6,0.333,0.704,0.1,0.52,0.176,0.529,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Aaron Bummer","CHW",9,0,6,0.233,0.167,0,0.412,0.615,0.412,0.353,0.235,0,93.1,2,7.5,3.99,5.02,4.92,0,NA,6,0.268,0.6,0.098,0.418,0,0.529,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Andre Pallante","STL",8,0,8.1,0.171,0.098,2.16,0.357,0.682,0.667,0.2,0.133,0.5,86.2,1.92,7.56,6.2,3.83,3.64,-0.2,NA,8.1,0.292,0.707,0.093,0.411,0.067,0.433,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Lance Lynn","CHW",4,4,21.1,0.275,0.098,2.53,0.404,0.696,0.339,0.274,0.387,0.25,90,1.83,7.59,5.9,3.99,3.93,0,21.1,NA,0.294,0.725,0.128,0.423,0.079,0.46,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Hunter Gaddis","CLE",4,4,17.2,0.145,0.072,0.51,0.339,0.524,0.306,0.21,0.484,0.033,88.3,1.58,7.64,4.06,5.96,5.42,0.3,17.2,NA,0.288,0.711,0.074,0.473,0.016,0.317,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Ken Waldichuk","OAK",4,4,20,0.167,0.104,3.15,0.323,0.745,0.362,0.246,0.391,0.259,87.5,1.85,7.65,7.92,5.47,5.3,-0.5,20,NA,0.318,0.583,0.096,0.38,0.072,0.348,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Luis Garcia","HOU",3,3,14,0.221,0.103,1.93,0.381,0.658,0.227,0.364,0.409,0.167,88.8,1.86,7.71,5.68,4.89,4.74,0,14,NA,0.35,0.5,0.123,0.392,0.111,0.422,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Dylan Dodd","ATL",2,2,9.1,0.143,0.024,1.93,0.424,0.634,0.371,0.143,0.486,0.118,94.1,1.82,7.71,5.14,5.19,4.86,0,9.1,NA,0.387,0.643,0.108,0.522,0.2,0.543,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Janson Junk","MIL",1,1,4.2,0.083,0.083,1.93,0.316,0.526,0.611,0.167,0.222,0.25,87.6,1.93,7.71,6.53,5.08,5.29,0,4.2,NA,0.255,0.583,0,0.405,0.1,0.3,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Jovani Moran","MIN",6,0,7,0.265,0.147,2.57,0.333,0.588,0.5,0.15,0.35,0.286,83.4,1.86,7.71,6.61,4.45,4.27,-0.2,NA,7,0.22,0.559,0.084,0.364,0.1,0.2,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Chris Flexen","SEA",4,3,17.1,0.138,0.1,1.56,0.328,0.581,0.459,0.23,0.311,0.158,89.6,1.73,7.79,5.68,5.14,5.33,-0.1,13.1,4,0.324,0.625,0.126,0.415,0.049,0.426,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Brady Singer","KCR",3,3,16,0.217,0.043,2.81,0.326,0.563,0.42,0.28,0.3,0.333,98.1,1.44,7.88,6.07,3.47,3.83,-0.1,16,NA,0.286,0.754,0.104,0.504,0.176,0.686,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Madison Bumgarner","ARI",3,3,13.2,0.114,0.157,1.98,0.319,0.659,0.38,0.22,0.4,0.15,89.9,2.12,7.9,7.64,7.06,6.78,-0.3,13.2,NA,0.203,0.557,0.07,0.415,0.14,0.4,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Rob Zastryzny","PIT",7,0,5.2,0.222,0.185,0,0.375,0.545,0.467,0.2,0.333,0,89.5,1.94,7.94,3.85,5.22,5.39,0.1,NA,5.2,0.273,0.63,0.127,0.455,0,0.375,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"John Brebbia","SFG",8,0,5.2,0.32,0.08,1.59,0.357,0.455,0.133,0.133,0.733,0.091,92.4,1.41,7.94,3.85,4.58,3.6,0,NA,5.2,0.324,0.68,0.165,0.388,0.067,0.533,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Jose Berrios","TOR",3,3,14.2,0.277,0.046,0.61,0.419,0.34,0.477,0.25,0.273,0.083,92.4,1.5,7.98,2.36,2.75,3.12,0.5,14.2,NA,0.293,0.538,0.131,0.409,0.091,0.545,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Chris Sale","BOS",4,4,18,0.337,0.101,2.5,0.381,0.615,0.4,0.289,0.311,0.357,90.8,1.67,8,5.6,3.2,3.29,0,18,NA,0.314,0.652,0.148,0.427,0.128,0.447,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Austin Voth","BAL",6,0,9,0.214,0.024,5,0.333,0.875,0.25,0.219,0.531,0.294,91.4,1.67,8,8.87,4.6,3.89,-0.5,NA,9,0.338,0.667,0.105,0.47,0.156,0.406,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Miles Mikolas","STL",4,4,20,0.188,0.05,1.8,0.444,0.632,0.333,0.373,0.293,0.182,91.7,2.05,8.1,4.92,4.03,4.32,0.1,20,NA,0.344,0.634,0.089,0.472,0.118,0.421,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Lucas Luetge","ATL",5,0,6.2,0.188,0.125,2.7,0.3,0.652,0.545,0.227,0.227,0.4,87,1.8,8.1,7.22,4.49,4.53,-0.2,NA,6.2,0.321,0.5,0.083,0.359,0.045,0.364,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
"Robbie Ray","SEA",1,1,3.1,0.158,0.263,0,0.364,0.444,0.4,0.3,0.3,0,87.5,2.7,8.1,6.02,7.42,8.11,0,3.1,NA,0.3,0.579,0.099,0.341,0,0.455,2023-04-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-18&page=1_1000"
